origin_region,destination_region,admissions
43008,43008,
43008,43008,29.0
43030,43029,22.0
43030,43029,
43030,43023,31.0
43030,43029,
43030,43030,254.0
43030,43029,28.0
43030,43017,
43030,43010,
43030,43028,
43030,43030,
43030,43030,
43030,43028,
43027,43027,25.0
43027,43027,
43027,43029,
43027,43001,
43027,43017,
43027,43010,
43027,43021,
43027,43027,
43011,43011,
43011,43011,17.0
43011,43011,
43025,43023,14.0
43025,43026,
43025,43025,
43025,43025,11.0
43026,43025,
43026,43023,71.0
43026,43026,304.0
43026,43026,7.0
43026,43025,
43026,43023,
43026,43010,
43026,43008,
43001,43027,
43001,43028,
43001,43001,29.0
43001,43001,
43001,43001,11.0
43001,43001,26.0
43001,43002,
43001,43001,
43016,43015,
43016,43016,6.0
43016,43015,
43030,43029,6.0
43030,43023,
43030,43029,
43030,43030,37.0
43030,43029,
43030,43021,
43030,43030,7.0
43030,43028,
43026,43014,
43026,43023,
43026,43026,
43026,43026,79.0
43026,43007,
43026,43023,64.0
43026,43026,
43026,43026,5.0
43026,43026,195.0
43016,43016,5.0
43016,43016,
43019,43029,
43019,43029,
43019,43017,
43019,43017,
43019,43029,
43019,43019,
43019,43018,
43019,43029,
43019,43017,
43019,43018,
43019,43017,7.0
43019,43010,
43019,43017,
43019,43019,5.0
43001,43027,
43001,43002,
43001,43028,
43001,43023,7.0
43001,43001,7.0
43001,43010,
43001,43001,19.0
43001,43002,
43001,43021,
43001,43001,
43029,43029,
43029,43030,12.0
43029,43029,
43012,43027,
43012,43013,
43012,43019,
43012,43013,
43012,43017,
43012,43012,10.0
43012,43017,
43012,43019,
43015,42006,
43015,43015,22.0
43015,43023,
43015,43015,180.0
43015,43015,30.0
43015,43020,
43015,43016,
43015,43015,21.0
43015,43017,18.0
43015,43015,
43015,43010,
43015,43020,
43015,43001,
43015,43014,
43015,43015,
43015,43015,6.0
43025,35011,
43025,42015,
43025,43025,
43025,43025,
43025,43023,47.0
43025,43026,
43025,43026,6.0
43025,43025,278.0
43025,43025,
43025,43023,
43025,43010,
43011,43011,5.0
43011,43011,12.0
43016,43016,
43016,43016,17.0
43016,43016,
43016,43018,
43016,43017,
43016,43020,
43016,43018,
43009,43009,
43009,43028,
43009,43009,
43009,43030,
43009,43009,
43009,43008,8.0
43009,43010,5.0
43009,43028,
43009,43009,17.0
43009,43021,
43009,43008,
43009,43028,
43009,43030,
43009,43028,
43017,43017,
43017,43017,9.0
43017,43017,
43017,43018,
43016,42007,
43016,43023,5.0
43016,43016,33.0
43016,43016,6.0
43016,43018,
43016,43017,12.0
43016,43018,
43016,43017,5.0
43014,43014,
43014,43014,93.0
43014,43014,51.0
43014,43014,29.0
43014,43013,
43014,43014,
43014,43011,
43014,43014,48.0
43014,43011,6.0
43014,43011,
43010,43010,
43010,43010,
43010,43005,
43010,43007,
43010,43006,
43023,43023,68.0
43023,43026,5.0
43023,43026,6.0
43023,43006,
43023,43025,
43023,43025,
43023,43010,12.0
43023,43006,
43023,43008,
43023,43006,
43023,43006,9.0
43020,43015,
43020,43016,
43020,43020,12.0
43020,43020,
43028,43029,
43028,43028,8.0
43028,43029,
43028,43017,
43028,43029,
43028,43028,5.0
43028,43028,6.0
43028,43028,5.0
43010,12002,
43010,35012,
43010,42009,
43010,43010,
43010,43009,6.0
43010,43006,
43010,43008,
43010,43023,6.0
43010,43009,
43010,43007,
43010,43008,
43010,43010,183.0
43010,43006,8.0
43010,43007,
43010,43008,15.0
43010,43021,
43010,43007,
43010,43010,161.0
43010,43001,
43010,43005,8.0
43010,43006,
43010,43007,
43010,43021,
43010,43008,22.0
43010,43007,
43010,43008,15.0
43010,43006,18.0
43010,43006,13.0
43010,43010,13.0
43025,43023,
43025,43025,
43025,43025,
43009,43009,6.0
43009,43008,
43009,43009,37.0
43009,43008,
43009,43009,290.0
43009,43007,
43009,43008,15.0
43009,43021,51.0
43009,43010,104.0
43009,43006,
43009,43021,24.0
43009,43008,26.0
43009,43007,
43009,43008,
43009,43006,8.0
43009,43006,
43009,43010,9.0
43025,43023,48.0
43025,43026,
43025,43026,7.0
43025,43025,260.0
43025,43008,
43025,43025,
43025,43017,6.0
43025,43010,7.0
43025,43008,
43025,43025,
43011,43013,
43011,43014,
43011,43011,16.0
43011,43011,
43011,43011,
43011,43011,
43008,43008,
43008,43010,
43008,43008,30.0
43028,43028,
43028,43021,
43028,43010,
43028,43028,
43028,43028,19.0
43014,43014,
43014,43014,70.0
43014,43013,
43014,43014,60.0
43014,43013,
43014,43014,20.0
43014,43014,25.0
43014,43015,
43022,43022,6.0
43022,43022,8.0
43022,43022,
43022,43021,
43013,43013,
43013,43013,
43013,43013,5.0
43013,43007,
43013,43013,31.0
43013,43013,6.0
43013,43020,
43013,43013,8.0
43013,43015,
43027,43027,9.0
43027,43027,
43027,43027,
43027,43028,
43027,43001,
43027,43028,
43027,43027,
43018,43017,
43018,43018,
43018,43017,
43018,43018,5.0
43018,43017,
43018,43018,9.0
43018,43025,
43018,43017,10.0
43018,43018,
43018,43017,
43019,43017,
43019,43017,
43019,43019,
43019,43017,
43019,43017,
43019,43019,
43012,43013,
43012,43017,
43012,43013,8.0
43012,43019,
43012,43013,10.0
43012,43020,
43012,43029,
43012,43008,
43012,43007,
43012,43017,19.0
43012,43020,
43012,43012,12.0
43012,43001,
43012,43014,
43012,43020,
43012,43019,
43012,43019,
43012,43001,
43006,43023,
43006,43006,640.0
43006,43007,
43006,43006,
43006,43017,
43006,43010,8.0
43006,43006,9.0
43006,43021,
43006,43008,
43006,43007,
43006,43006,
43006,43006,28.0
43013,43013,
43013,43013,30.0
43013,43009,
43013,43013,9.0
43013,43013,16.0
43013,43013,888.0
43013,43013,
43013,43017,
43013,43021,
43013,43010,6.0
43013,43012,
43013,43014,
43013,43011,5.0
43013,43013,18.0
43013,43018,
43013,43011,
43013,43015,
43029,43029,
43029,43023,
43029,43029,7.0
43029,43029,
43029,43030,
43005,43023,
43005,43006,
43005,43007,
43005,43005,32.0
43005,43006,
43005,43007,
43005,43010,32.0
43005,43005,35.0
43005,43006,7.0
43005,43021,
43005,43008,
43005,43006,
43005,43004,15.0
43005,43006,
43030,43030,15.0
43030,43029,
43014,43014,7.0
43014,43014,20.0
43014,43014,19.0
43014,43013,
43014,43014,
43014,43014,15.0
43014,43013,
43014,43014,8.0
43014,43015,
43013,43013,
43013,43013,14.0
43026,43026,40.0
43026,43023,12.0
43026,43026,
43026,43026,
43026,43025,
43026,43010,
43016,43016,
43015,43015,
43015,43013,
43015,43015,15.0
43015,43015,71.0
43015,43017,
43015,43015,6.0
43015,43010,
43015,43015,7.0
43001,43002,
43001,43010,
43001,43001,31.0
43001,43002,
43001,43002,
43001,43001,
43002,43002,
43002,43008,
43002,43001,
43002,43002,
43002,43002,
43019,43019,
43003,43003,141.0
43003,43021,12.0
43003,43003,
43003,43011,6.0
43003,43003,5.0
43003,43003,
43004,43004,
43004,43023,
43004,43005,
43004,43010,
43004,43005,
43016,43016,
43016,43015,
43016,43016,15.0
43016,43016,
43001,43001,12.0
43001,43001,
43001,43001,5.0
43001,43001,
43007,43023,
43007,43007,98.0
43007,43010,7.0
43007,43008,5.0
43007,43007,
43007,43008,
43007,43006,
43020,43015,
43020,43020,30.0
43020,43020,
43020,43020,
43012,43027,
43012,43013,
43012,43012,
43016,43016,
43016,43016,
43016,43016,
43021,43022,
43021,43021,250.0
43021,43021,10.0
43021,43021,
43002,43002,
43002,43002,78.0
43002,43010,
43002,43001,16.0
43002,43002,5.0
43002,43002,
43002,43001,
43024,43023,28.0
43024,43026,
43024,43026,
43024,43025,
43024,43006,
43002,43002,
43002,43001,5.0
43002,43002,
43002,43011,
43002,43002,
43002,43001,5.0
43013,43013,15.0
43013,43013,
43013,43013,
43013,43013,25.0
43013,43020,
43013,43014,5.0
43013,43013,
43013,43001,
43001,43002,
43001,43013,
43001,43013,
43001,43001,148.0
43001,43001,17.0
43001,43017,
43001,43010,
43001,43001,57.0
43001,43002,5.0
43001,43002,
43001,43001,11.0
43027,43027,
43027,43027,
43027,43028,
43019,43027,
43019,43029,
43019,43017,
43019,43019,5.0
43019,43017,12.0
43019,43010,
43019,43017,
43019,43019,
43017,43019,
43017,43017,
43018,42007,
43018,43017,6.0
43018,43023,31.0
43018,43018,115.0
43018,43017,
43018,43018,9.0
43018,43017,44.0
43018,43010,5.0
43018,43020,
43018,43018,15.0
43018,43017,
43018,43018,
43029,42013,
43029,43029,61.0
43029,43028,5.0
43029,43023,46.0
43029,43007,
43029,43029,50.0
43029,43030,48.0
43029,43029,579.0
43029,43008,
43029,43017,
43029,43021,20.0
43029,43010,
43029,43029,19.0
43029,43001,
43029,43006,
43029,43030,26.0
43029,43030,38.0
43029,43028,
43020,43015,
43020,43020,
43020,43020,5.0
43020,43017,
43020,43020,7.0
43020,43020,
43022,43022,5.0
43022,43022,14.0
43022,43003,
43022,43021,
43015,43015,
43015,43015,5.0
43015,43015,
43015,43020,
43015,43015,
43015,43020,5.0
43007,43023,6.0
43007,43007,52.0
43007,43007,
43007,43010,
43007,43008,
43023,43023,
43023,43026,
43023,43025,
43023,43023,6.0
43018,43018,6.0
43018,43017,
43018,43018,30.0
43003,43003,
43003,43011,19.0
43004,42015,
43004,42014,35.0
43004,43005,
43004,43010,
43004,43005,
43004,43006,
43004,43004,
43003,31016,
43003,43003,
43003,43002,
43003,43011,
43003,43002,
43004,43006,
43004,43005,5.0
43004,43010,
43004,43005,
43004,43006,
43004,43006,
43004,43004,
43008,43008,25.0
43008,43001,
43008,43008,
43017,43017,
43017,43017,
43017,43017,188.0
43017,43018,
43017,43017,34.0
43017,43010,
43017,43020,
43017,43018,
43017,43014,
43017,43017,
43017,43019,
43017,43004,
43017,43001,
43016,43016,
43016,43016,20.0
43016,43018,
43016,43007,
43009,23025,
43009,43009,
43009,43008,
43009,43008,
43009,43021,
43009,43010,10.0
43009,43009,
43009,43008,
43016,43016,
43016,43016,
43016,43015,
43016,43016,
43016,43016,
43016,43018,
43029,43029,5.0
43029,43029,
43029,43029,
43029,43030,
43029,43029,
43029,43029,28.0
43029,43021,
43029,43029,
43029,43029,
43029,43030,6.0
43002,43010,
43002,43001,16.0
43002,43002,
43002,43001,
43017,43017,
43017,43017,
43017,43017,12.0
43017,43019,
43028,43028,
43028,43030,
43028,43029,
43028,43028,9.0
43028,43028,29.0
43011,43011,
43011,43011,
43018,43017,
43018,43016,
43018,43018,
43018,43018,15.0
43018,43017,9.0
43018,43018,
43018,43018,
43009,43009,
43009,43008,
43009,43009,
43009,43008,5.0
43009,43010,9.0
43009,43028,13.0
43009,43006,
43009,43009,12.0
43009,43021,
43009,43008,
43009,43006,
43020,42009,
43020,43015,5.0
43020,43015,
43020,43020,5.0
43020,43015,6.0
43020,43020,10.0
43020,43020,
43020,43015,
43017,43017,12.0
43024,43023,34.0
43024,43026,
43024,43018,
43024,43025,
43025,43023,
43025,43026,
43008,43027,
43008,43008,
43008,43009,
43008,43007,
43008,43008,501.0
43008,43010,33.0
43008,43007,
43008,43021,
43008,43008,5.0
43008,43007,
43019,43018,
43019,43017,6.0
43019,43019,
43004,42014,20.0
43004,43029,
43004,43004,
43021,43021,5.0
43021,43021,
43021,43021,
43021,43021,
43021,43021,
43021,43021,12.0
43007,43007,9.0
43007,43007,
43007,43009,
43007,43007,16.0
43007,43008,
43007,43008,
43007,43007,
43005,43005,10.0
43005,43010,
43005,43021,
43005,43005,
43005,43021,13.0
43005,43021,
43005,43010,
43029,43029,
43029,43029,
43029,43023,16.0
43029,43029,7.0
43029,43030,
43029,43029,
43029,43008,
43029,43029,7.0
43029,43029,
43029,43021,
43029,43030,
43024,43024,
43024,43023,9.0
43024,43018,
43024,43008,
43017,43017,
43017,43017,
43017,43025,
43017,43018,
43017,43012,
43017,43018,
43017,43017,17.0
43017,43017,
43017,43019,
43017,43020,
43017,43017,
43017,43016,
43017,43017,
43017,43018,
43017,43017,23.0
43017,43018,
43017,43020,
43017,43017,
43017,43019,
43017,43017,
43017,43017,5.0
43017,43017,14.0
43017,43017,
43016,43017,
43016,43015,
43016,43016,
43016,43015,5.0
43016,43020,
43016,43016,14.0
43016,43016,31.0
43016,43015,
43016,43017,
43016,43015,8.0
43016,43020,5.0
43016,43020,
43016,43017,
43017,43023,
43017,43017,
43017,43025,
43017,43017,
43017,43010,
43017,43017,
43017,43019,
43025,43023,17.0
43025,43026,
43025,43025,
43025,43025,7.0
43025,43025,
43025,43023,23.0
43025,43025,
43025,43025,23.0
43025,43025,
43025,43010,
43020,43020,
43020,43017,
43020,43020,5.0
43020,43020,5.0
43029,43029,6.0
43029,43029,
43029,43029,
43029,43029,
43029,43006,
43029,43030,
43014,43014,5.0
43014,43014,
43014,43013,
43014,43014,
43014,43014,
43014,43014,6.0
43014,43014,
43002,43002,
43002,43002,8.0
43002,43001,
43002,43001,9.0
43002,43014,
43002,43002,19.0
43002,43011,
43002,43002,
43002,43001,
43007,43008,
43007,43023,8.0
43007,43009,
43007,43007,
43007,43008,
43007,43006,
43007,43008,
43007,43006,8.0
43007,43010,13.0
43007,43005,
43007,43006,7.0
43007,43008,5.0
43007,43007,58.0
43007,43006,
43007,43006,9.0
43026,43026,6.0
43001,43002,
43001,43001,66.0
43001,43010,
43001,43001,8.0
43001,43002,
43001,43001,
43001,43001,
43023,43023,56.0
43023,43007,
43023,43026,
43023,43026,10.0
43023,43007,
43023,43025,
43023,43023,68.0
43023,43010,
43025,43025,
43025,43023,98.0
43025,43026,
43025,43026,8.0
43025,43025,
43025,43029,
43025,43025,20.0
43025,43023,
43025,43025,107.0
43025,43018,
43025,43017,
43025,43010,10.0
43025,43011,
43025,43025,7.0
43013,43013,
43013,43013,8.0
43026,43023,
43026,43026,
43008,43008,33.0
43008,43008,
43008,43026,
43008,43029,
43008,43008,
43008,43023,
43008,43010,5.0
43008,43006,
43008,43007,
43008,43008,7.0
43008,43008,18.0
43008,43006,
43027,43027,
43027,43027,
43027,43027,19.0
43027,43028,5.0
43027,43029,
43027,43010,
43027,43028,
43027,43028,
43007,33006,
43007,35015,
43007,42007,
43007,43025,
43007,43006,
43007,43007,
43007,43008,10.0
43007,43025,
43007,43023,40.0
43007,43007,15.0
43007,43007,10.0
43007,43026,
43007,43006,
43007,43007,16.0
43007,43008,19.0
43007,43007,1310.0
43007,43017,
43007,43007,
43007,43010,63.0
43007,43029,
43007,43005,
43007,43006,12.0
43007,43007,7.0
43007,43021,5.0
43007,43008,53.0
43007,43007,6.0
43007,43008,9.0
43007,43006,14.0
43007,43004,
43007,43006,13.0
43007,43010,
43007,52001,
43014,43014,
43014,43014,
43014,43013,
43014,43014,
43014,43014,14.0
43014,43015,
43014,43014,10.0
43015,43015,
43015,43015,
43015,43015,5.0
43015,43020,
43015,43015,
43015,43015,
43015,43015,10.0
43015,43020,
43015,43015,
43020,43020,
43020,43020,
43020,43017,
43020,43020,5.0
43020,43020,
43020,43015,
43020,43015,
43020,43020,7.0
43020,43016,
43020,43020,
43020,43017,
43020,43020,19.0
43020,43020,9.0
43005,43023,7.0
43005,43008,
43005,43005,231.0
43005,43010,33.0
43005,43028,
43005,43005,48.0
43005,43006,
43005,43008,7.0
43005,43006,8.0
43005,43004,16.0
43005,43006,
43018,43017,
43018,43018,
43018,43018,24.0
43018,43017,6.0
43018,43018,
43018,43018,
43018,43017,
43018,43018,7.0
43005,43023,
43005,43005,16.0
43005,43010,7.0
43005,43005,
43005,43006,
43005,43021,
43005,43006,
43020,43013,
43020,43015,
43020,43013,
43020,43015,
43020,43013,
43020,43015,5.0
43020,43020,38.0
43020,43020,90.0
43020,43017,
43020,43010,
43020,43020,44.0
43020,43012,
43020,43007,
43020,43020,26.0
43020,43015,
43015,43015,7.0
43015,43015,
43015,43015,7.0
43015,43015,57.0
43015,43017,13.0
43015,43015,
43015,43010,
43015,43020,
43015,43015,
43013,43013,23.0
43013,43023,
43013,43013,52.0
43013,43013,11.0
43013,43013,25.0
43013,43020,
43013,43013,124.0
43013,43017,
43013,43010,
43013,43020,
43013,43012,9.0
43013,43014,
43013,43011,
43013,43013,17.0
43013,43011,
43028,43027,
43028,43027,
43028,43028,5.0
43028,43008,
43028,43021,
43028,43010,
43028,43028,47.0
43028,43030,
43028,43028,
43025,43023,
43025,43026,
43025,43023,
43025,43007,
43025,43025,36.0
43025,43010,
43001,43027,
43001,43028,
43001,43002,
43001,43001,
43001,43001,14.0
43008,43008,11.0
43008,43008,
43006,43009,
43006,43008,
43006,43023,5.0
43006,43009,
43006,43007,14.0
43006,43007,
43006,43008,
43006,43026,
43006,43006,79.0
43006,43007,5.0
43006,43001,
43006,43008,8.0
43006,43007,
43006,43005,
43006,43006,527.0
43006,43010,31.0
43006,43005,
43006,43006,23.0
43006,43021,
43006,43008,23.0
43006,43007,26.0
43006,43006,22.0
43006,43006,91.0
43006,43010,
43027,43027,28.0
43027,43027,
43027,43028,
43027,43010,
43028,43028,
43028,43017,
43028,43028,5.0
43028,43008,
43028,43028,18.0
43017,43017,32.0
43017,43017,5.0
43017,43019,
43017,43026,
43017,43017,
43017,43025,
43017,43018,13.0
43017,43017,991.0
43017,43010,12.0
43017,43020,
43017,43018,10.0
43017,43014,9.0
43017,43017,9.0
43017,43019,14.0
43017,43025,
43016,43016,
43016,43017,
43016,43020,
43030,43029,9.0
43030,43029,
43030,43023,
43030,43029,5.0
43030,43030,
43030,43029,
43030,43008,
43030,43017,
43030,43010,
43030,43030,
43030,43030,26.0
43021,43022,
43021,43021,
43021,43021,7.0
43021,43021,
43021,43021,
43021,43021,
43021,43021,
43021,43021,102.0
43021,43021,9.0
43021,43021,
43021,43010,
43021,43021,
43021,43021,
43013,43013,
43013,43013,
43013,43013,
43013,43013,9.0
43013,43013,
43021,42006,
43021,42007,
43021,43025,
43021,43021,
43021,43021,
43021,43021,3917.0
43021,43010,5.0
43021,43021,
43021,43021,79.0
43023,43008,
43023,43023,
43023,43026,
43023,43007,
43023,43023,11.0
43023,43010,
43015,11002,
43015,43015,
43015,43015,5.0
43015,43015,7.0
43015,43020,
43015,43015,
43015,43017,
43015,43015,7.0
43015,43015,
43024,43023,16.0
43024,43018,
43024,43018,
43024,43018,
43001,43027,
43001,43001,6.0
43001,43001,
43015,43015,10.0
43015,43015,5.0
43015,43015,6.0
43015,43015,39.0
43015,43015,
43021,32003,
43021,43021,5.0
43021,43021,18.0
43021,43021,11.0
43025,43025,
43025,43023,
43011,43011,9.0
43021,43021,
43021,43021,
43021,43021,41.0
43021,43021,309.0
43021,43010,
43021,43021,
43015,43015,
43015,43015,
43015,43015,5.0
43015,43007,
43015,43017,
43015,43015,69.0
43015,43015,
43030,43029,
43030,43030,
43030,43029,
43030,43029,
43030,43030,9.0
43017,43017,
43017,43017,
43017,43017,13.0
43017,43010,
43017,43020,19.0
43017,43020,
43017,43017,
43017,43018,5.0
43007,43009,
43007,43008,
43007,43023,
43007,43007,5.0
43007,43007,
43007,43026,
43007,43006,
43007,43007,9.0
43007,43008,13.0
43007,43007,
43007,43007,347.0
43007,43010,16.0
43007,43011,
43007,43007,
43007,43021,
43007,43008,26.0
43007,43007,
43007,43008,
43007,43006,
43007,43006,
43007,43028,
43010,23001,
43010,24007,38.0
43010,31016,
43010,33006,
43010,33005,
43010,35011,
43010,41015,
43010,42014,
43010,42006,
43010,42007,
43010,42011,
43010,42016,
43010,42002,
43010,42001,
43010,42007,9.0
43010,42016,
43010,43008,7.0
43010,43009,7.0
43010,43007,
43010,43008,
43010,43009,
43010,43029,
43010,43008,9.0
43010,43023,
43010,43007,5.0
43010,43017,
43010,43021,
43010,43007,
43010,43010,10478.0
43010,43029,
43010,43005,5.0
43010,43011,
43010,43006,
43010,43007,
43010,43021,7.0
43010,43008,
43010,43007,
43010,43008,7.0
43010,43004,
43010,43028,
43010,43010,9.0
43014,43014,
43014,43014,8.0
43014,43014,
43014,43014,22.0
43014,43014,27.0
43014,43011,
43014,43011,
43014,43014,5.0
43014,43014,
43014,43014,
43014,43015,
43014,43014,
43014,43014,7.0
43014,43014,
43014,43011,
43011,43014,
43011,43011,22.0
43011,43011,12.0
43011,43011,
43029,43029,
43029,43029,
43029,43029,
43029,43030,
43029,43029,6.0
43029,43029,24.0
43029,43029,
43029,43030,
43029,43028,
43007,43007,16.0
43007,43008,
43029,43029,11.0
43029,43029,
43029,43023,7.0
43029,43029,
43029,43030,6.0
43029,43029,5.0
43029,43029,165.0
43029,43029,
43029,43030,
43029,43028,
43025,43023,5.0
43025,43026,
43025,43025,5.0
43025,43025,13.0
43025,43025,
43025,43010,
43029,43029,12.0
43029,43029,
43029,43030,
43029,43029,6.0
43029,43017,
43029,43010,
43029,43029,
43003,43003,
43003,43003,
43003,43021,
43003,43003,223.0
43003,43003,
43003,43002,
43003,43011,
43003,43003,
43003,43003,8.0
43016,43016,
43016,43016,9.0
43016,43016,
43016,43017,
43016,43020,
43001,43003,
43001,43002,
43001,43001,
43001,43001,
43001,43001,8.0
43001,43001,
43012,43013,
43012,43013,
43012,43017,
43020,43015,
43020,43015,
43020,43013,
43020,43015,
43020,43020,
43020,43015,
43020,43020,14.0
43020,43014,
43020,43011,
43020,43013,7.0
43020,43020,
43020,43015,7.0
43029,43029,8.0
43029,43029,
43029,43029,12.0
43029,43030,
43029,43029,
43029,43010,
43001,43002,
43001,43028,
43001,43001,17.0
43001,43021,
43001,43010,
43001,43001,
43001,43001,29.0
43001,43002,
43001,43002,
43001,43021,
43001,43001,7.0
43001,43028,
43016,43016,
43016,43016,
43016,43016,8.0
43021,33001,
43021,35016,11.0
43021,43021,5.0
43021,43021,38.0
43021,43021,
43021,43010,
43021,43021,1306.0
43021,43021,
43021,43021,6.0
43028,42007,
43028,43027,
43028,43028,
43028,43010,
43028,43028,164.0
43028,43028,
43006,43023,9.0
43006,43010,
43006,43005,
43006,43006,
43006,43006,
43006,43006,
43029,43029,10.0
43029,43023,
43029,43029,11.0
43029,43030,
43029,43029,5.0
43029,43029,71.0
43015,43015,14.0
43015,43015,20.0
43015,43015,9.0
43015,43020,13.0
43015,43015,9.0
43015,43015,
43015,43010,
43015,43015,29.0
43015,43020,
43015,43015,
43011,43014,
43011,43011,7.0
43006,42015,
43006,43006,
43006,43008,
43006,43007,
43006,43008,
43006,43025,
43006,43006,
43006,43007,
43006,43008,
43006,43005,
43006,43007,
43006,43010,19.0
43006,43006,7.0
43006,43005,
43006,43006,11.0
43006,43021,
43006,43008,
43006,43006,10.0
43006,43006,20.0
43020,43020,
43020,43017,10.0
43020,43010,
43020,43020,95.0
43020,43020,
43020,43015,
43020,43020,
43020,43017,
43020,43020,15.0
43020,43020,7.0
43011,43014,
43011,43011,
43011,43011,
43011,43014,
43011,43011,
43011,43011,30.0
43003,43003,
43003,43002,
43003,43021,83.0
43003,43010,
43003,43003,275.0
43003,43003,
43003,43011,
43003,43003,11.0
43003,43003,
43020,43020,6.0
43020,43020,
43020,43010,
43020,43020,
43020,43020,
43012,43017,
43012,43012,5.0
43012,43012,
43012,43020,
43012,43001,
43012,43027,10.0
43012,43013,
43012,43013,
43012,43013,5.0
43012,43017,16.0
43012,43010,6.0
43012,43012,11.0
43012,43001,
43012,43014,
43012,43002,
43012,43001,5.0
43011,43014,6.0
43011,43011,
43011,43011,
43008,43026,
43008,43026,
43008,43008,39.0
43008,43010,
43008,43030,
43018,43023,
43018,43018,
43018,43005,
43018,43018,
43018,43017,11.0
43018,43018,134.0
43018,43018,5.0
43012,43017,
43012,43013,
43012,43013,
43012,43017,
43012,43010,
43012,43021,
43012,43012,64.0
43012,43001,
43018,43018,
43018,43018,
43029,43029,
43029,43029,
43029,43023,
43029,43029,6.0
43029,43030,
43029,43029,22.0
43029,43008,
43029,43021,
43029,43030,
43029,43030,
43028,43027,
43028,43029,
43028,43027,
43028,43028,34.0
43028,43023,
43028,43029,
43028,43021,
43028,43010,15.0
43028,43021,
43028,43028,59.0
43028,43028,411.0
43028,43030,
43028,43006,
43028,43028,7.0
43001,43002,42.0
43001,43028,7.0
43001,43001,
43001,43010,
43001,43006,
43001,43013,
43001,43002,7.0
43001,43001,120.0
43001,43017,
43001,43021,19.0
43001,43010,25.0
43001,43021,
43001,43001,1401.0
43001,43003,
43001,43014,12.0
43001,43002,53.0
43001,43011,
43001,43002,64.0
43001,43003,9.0
43001,43001,64.0
43001,43021,6.0
43001,43001,75.0
43001,43028,
43007,43023,
43007,43007,11.0
43007,43008,
43007,43008,
43007,43007,
43007,43004,
43007,43006,
43003,43003,9.0
43021,43027,
43021,43021,8.0
43021,43021,5.0
43021,43021,7.0
43021,43021,
43021,43010,
43021,43021,
43021,43001,
43021,43003,
43021,43021,
43021,43021,8.0
43003,43003,
43003,43022,9.0
43003,43002,
43003,43023,
43003,43003,
43003,43021,88.0
43003,43010,5.0
43003,43003,
43003,43021,
43003,43028,
43003,43003,509.0
43003,43014,
43003,43002,
43003,43011,5.0
43003,43002,
43003,43003,23.0
43003,43021,8.0
43003,43003,
43003,52002,
43014,42016,
43014,43014,36.0
43014,43014,123.0
43014,43014,
43014,43023,
43014,43013,
43014,43014,6.0
43014,43011,
43014,43014,38.0
43014,43013,
43014,43017,
43014,43010,
43014,43014,32.0
43014,43014,429.0
43014,43011,
43014,43011,
43014,43002,
43014,43011,
43014,43015,
43025,43025,
43021,43021,33.0
43021,43010,
43021,43021,
43021,43021,87.0
43021,43021,
43002,43002,7.0
43002,43027,
43002,43029,
43002,43003,
43002,43001,
43002,43010,
43002,43001,19.0
43002,43002,346.0
43002,43011,
43002,43002,15.0
43002,43011,
43002,43001,
43011,43027,
43011,43013,
43011,43007,
43011,43017,
43011,43010,
43011,43011,
43011,43001,
43011,43014,
43011,43011,546.0
43011,43011,
43011,43011,
43017,43017,11.0
43005,43008,
43005,43010,
43005,43005,6.0
43005,43010,15.0
43005,43005,387.0
43005,43006,
43005,43021,
43011,43010,
43011,43011,
43011,43011,
43011,43011,6.0
43011,43011,33.0
43017,43017,12.0
43017,43017,5.0
43017,43014,
43017,43020,
43013,43013,
43013,43013,
43013,43013,7.0
43013,43013,
43013,43017,
43013,43010,
43013,43013,114.0
43013,43015,
43014,43014,29.0
43014,43014,15.0
43014,43013,
43014,43026,
43014,43014,10.0
43014,43014,9.0
43014,43014,21.0
43014,43011,
43018,43018,
43018,43017,
43018,43018,5.0
43018,43018,
43011,43010,
43011,43011,
43011,43001,
43011,43014,
43011,43002,
43011,43011,
43011,43011,418.0
43011,43011,
43011,50011,
43017,42001,
43017,43017,18.0
43017,43017,
43017,43025,
43017,43025,
43017,43017,
43017,43020,
43002,43002,6.0
43002,43001,14.0
43002,43001,21.0
43002,43014,
43002,43002,8.0
43002,43011,
43002,43002,59.0
43002,43001,
43006,43023,
43006,43023,6.0
43006,43007,
43006,43006,
43006,43008,
43006,43010,
43006,43006,157.0
43006,43021,
43006,43007,
43006,43006,
43006,43006,7.0
43003,43003,
43003,43003,
43003,43021,12.0
43003,43010,
43003,43002,
43003,43003,358.0
43003,43003,
43009,43009,
43009,43008,
43009,43023,5.0
43009,43009,18.0
43009,43007,
43009,43030,
43009,43009,
43009,43008,24.0
43009,43021,
43009,43021,
43009,43010,29.0
43009,43028,9.0
43009,43006,
43009,43009,63.0
43009,43007,
43009,43021,
43009,43008,42.0
43009,43008,
43009,43006,
43009,43030,5.0
43009,43006,
43009,43028,
43009,43010,
43018,43018,27.0
43018,43017,
43018,43018,14.0
43018,43018,
43001,43002,
43001,43001,
43001,43001,
43001,43002,
43001,43001,8.0
43025,43023,7.0
43025,43026,
43025,43025,
43025,43025,
43025,43025,
43025,43018,
43025,43025,
43025,43017,
43020,43013,
43020,43015,
43020,43020,
43020,43020,
43020,43017,
43020,43020,5.0
43020,43020,
43029,43029,8.0
43029,43023,
43029,43029,
