health_region_code,band,person_years,deaths
31002,15,10774,2
31002,16,11885,0
31003,0,34034,0
31003,1,37209,0
31003,2,37185,0
31003,3,39276,0
31003,4,43548,7
31003,5,45249,7
31003,6,44755,11
31003,7,45714,8
31003,8,45452,8
31003,9,42678,8
31003,10,40937,9
31003,11,41054,6
31003,12,37686,2
31003,13,30536,4
31003,14,22526,3
31003,15,15328,2
31003,16,16928,3
31004,0,31973,0
31004,1,34406,0
31004,2,32786,0
31004,3,37582,5
31004,4,44385,4
31004,5,45062,4
31004,6,43619,5
31004,7,44493,14
31004,8,43911,12
31004,9,38490,5
31004,10,35562,6
31004,11,34762,6
31004,12,32172,8
31004,13,27281,4
31004,14,19769,5
31004,15,13320,2
31004,16,15180,0
31006,0,37196,0
31006,1,40655,0
31006,2,41432,1
31006,3,44161,2
31006,4,51381,7
31006,5,54906,10
31006,6,53806,11
31006,7,56418,8
31006,8,57512,9
31006,9,51812,9
31006,10,47225,10
31006,11,44917,6
31006,12,41846,2
31006,13,36133,3
31006,14,27734,2
31006,15,18849,0
31006,16,20470,4
31007,0,102993,0
31007,1,108873,0
31007,2,107364,1
31007,3,116047,4
31007,4,131123,16
31007,5,137222,17
31007,6,137241,29
31007,7,141247,19
31007,8,138212,13
31007,9,124929,15
31007,10,113295,21
31007,11,107327,16
31007,12,96906,9
31007,13,79499,9
31007,14,59410,9
31007,15,39654,6
31007,16,42186,3
31008,0,41593,0
31008,1,44988,0
31008,2,46514,0
31008,3,50607,2
31008,4,53596,3
31008,5,54952,15
31008,6,55280,12
31008,7,58230,18
31008,8,59942,16
31008,9,55188,9
31008,10,52897,10
31008,11,52462,6
31008,12,49055,1
31008,13,41014,2
31008,14,30764,4
31008,15,20747,1
31008,16,23406,4
31009,0,22589,0
31009,1,23322,0
31009,2,23123,0
31009,3,24760,1
31009,4,27630,6
31009,5,28709,5
31009,6,28728,4
31009,7,28895,6
31009,8,28739,7
31009,9,26192,7
31009,10,24322,2
31009,11,23757,2
31009,12,22681,2
31009,13,19368,1
31009,14,14745,1
31009,15,10042,0
31009,16,11279,1
31010,0,21057,0
31010,1,22025,0
31010,2,21464,0
31010,3,23192,4
31010,4,25746,1
31010,5,26529,4
31010,6,25710,9
31010,7,26040,4
31010,8,25955,8
31010,9,23083,6
31010,10,20970,6
31010,11,20249,2
31010,12,18769,3
31010,13,15535,0
31010,14,11072,0
31010,15,7192,0
31010,16,7782,1
31011,0,22545,0
31011,1,23664,0
31011,2,23621,0
31011,3,25921,2
31011,4,29289,4
31011,5,29132,6
31011,6,27930,3
31011,7,28364,5
31011,8,28198,6
31011,9,25648,3
31011,10,23982,3
31011,11,22832,4
31011,12,21543,5
31011,13,18236,1
31011,14,13058,3
31011,15,8485,1
31011,16,9490,0
31012,0,40148,0
31012,1,41502,0
31012,2,40784,0
31012,3,43859,6
31012,4,48099,7
31012,5,50241,8
31012,6,50444,13
31012,7,52125,17
31012,8,52960,10
31012,9,46147,5
31012,10,41290,2
31012,11,39540,2
31012,12,36486,6
31012,13,30312,3
31012,14,21798,2
31012,15,13694,1
31012,16,14870,1
31013,0,34384,0
31013,1,37647,0
31013,2,39152,0
31013,3,44083,1
31013,4,47924,6
31013,5,49584,9
31013,6,49446,11
31013,7,50621,10
31013,8,51508,14
31013,9,49121,8
31013,10,47775,5
31013,11,46298,10
31013,12,41956,7
31013,13,34144,4
31013,14,25502,5
31013,15,17493,3
31013,16,19572,3
31015,0,37102,0
31015,1,40371,0
31015,2,41484,1
31015,3,46196,1
31015,4,52541,4
31015,5,53821,10
31015,6,52958,10
31015,7,53433,8
31015,8,55267,16
31015,9,52651,6
31015,10,49909,12
31015,11,49782,5
31015,12,45436,5
31015,13,36470,7
31015,14,26510,2
31015,15,17857,3
31015,16,19931,1
31016,0,519063,0
31016,1,582046,0
31016,2,578377,6
31016,3,628197,22
31016,4,743021,58
31016,5,786496,68
31016,6,774159,73
31016,7,806396,68
31016,8,827072,74
31016,9,728507,56
31016,10,645055,37
31016,11,604300,44
31016,12,548567,35
31016,13,449583,29
31016,14,338676,16
31016,15,235893,9
31016,16,289427,10
31017,0,145673,0
31017,1,157994,0
31017,2,155000,1
31017,3,159755,8
31017,4,174700,17
31017,5,183429,14
31017,6,186268,31
31017,7,188444,24
31017,8,184296,24
31017,9,160727,18
31017,10,139432,13
31017,11,124499,11
31017,12,106702,9
31017,13,82809,5
31017,14,56218,3
31017,15,34739,1
31017,16,37277,3
31018,0,149370,0
31018,1,165565,0
31018,2,163805,0
31018,3,174119,3
31018,4,200300,14
31018,5,210207,7
31018,6,206577,12
31018,7,213241,16
31018,8,219071,12
31018,9,192551,8
31018,10,167593,9
31018,11,148614,5
31018,12,125921,0
31018,13,97805,5
31018,14,68811,0
31018,15,44664,0
31018,16,47040,3
31019,0,30958,0
31019,1,33475,0
31019,2,34309,1
31019,3,38180,3
31019,4,39539,8
31019,5,39430,8
31019,6,39162,9
31019,7,41352,4
31019,8,41336,8
31019,9,37932,3
31019,10,35863,4
31019,11,35073,9
31019,12,31620,3
31019,13,25656,4
31019,14,18971,3
31019,15,13131,1
31019,16,16077,1
31020,0,15936,0
31020,1,17409,0
31020,2,17962,1
31020,3,19883,0
31020,4,20426,1
31020,5,19548,2
31020,6,19291,1
31020,7,19625,1
31020,8,19554,4
31020,9,18327,3
31020,10,16970,2
31020,11,16479,1
31020,12,15069,1
31020,13,12108,1
31020,14,9223,2
31020,15,6762,1
31020,16,9345,0
31021,0,39934,0
31021,1,45102,0
31021,2,45190,0
31021,3,46627,1
31021,4,50263,6
31021,5,51524,8
31021,6,52752,5
31021,7,55290,9
31021,8,55846,8
31021,9,49919,8
31021,10,45308,9
31021,11,43852,10
31021,12,38500,1
31021,13,30180,1
31021,14,21847,3
31021,15,14770,0
31021,16,18690,1
31022,0,34017,0
31022,1,37248,0
31022,2,36697,0
31022,3,39406,4
31022,4,45248,3
31022,5,47385,6
31022,6,47043,5
31022,7,47929,7
31022,8,47007,3
31022,9,41028,4
31022,10,36155,4
31022,11,33917,5
31022,12,30007,7
31022,13,23516,1
31022,14,17024,0
31022,15,11118,1
31022,16,13279,0
31023,0,23218,0
31023,1,25874,0
31023,2,26335,1
31023,3,28320,1
31023,4,30236,4
31023,5,30482,4
31023,6,30287,3
31023,7,31704,3
31023,8,32616,5
31023,9,29305,1
31023,10,27900,3
31023,11,28584,3
31023,12,26076,0
31023,13,20770,1
31023,14,15444,1
31023,15,11099,0
31023,16,13390,1
31024,0,73800,0
31024,1,79622,0
31024,2,79824,2
31024,3,88733,8
31024,4,97415,6
31024,5,101290,13
31024,6,102513,19
31024,7,105379,13
31024,8,103225,10
31024,9,93367,10
31024,10,87600,11
31024,11,85082,13
31024,12,75803,11
31024,13,60261,8
31024,14,43192,3
31024,15,29338,6
31024,16,33709,3
31025,0,65968,0
31025,1,72087,0
31025,2,69517,1
31025,3,71985,2
31025,4,79710,8
31025,5,84030,5
31025,6,87021,6
31025,7,89807,7
31025,8,90956,9
31025,9,77728,4
31025,10,65895,3
31025,11,58570,4
31025,12,51097,8
31025,13,39485,2
31025,14,27574,2
31025,15,17495,0
31025,16,19962,2
31026,0,25341,0
31026,1,27526,0
31026,2,28493,0
31026,3,31827,3
31026,4,33094,4
31026,5,32569,6
31026,6,32709,3
31026,7,33469,2
31026,8,32021,3
31026,9,28287,3
31026,10,25346,2
31026,11,24474,4
31026,12,21362,4
31026,13,16795,1
31026,14,12513,1
31026,15,9484,0
31026,16,11954,2
31027,0,21312,0
31027,1,22837,0
31027,2,24319,0
31027,3,27952,2
31027,4,28104,8
31027,5,26633,6
31027,6,27402,4
31027,7,28592,5
31027,8,26826,4
31027,9,22697,3
31027,10,19218,3
31027,11,18085,2
31027,12,15768,5
31027,13,12421,0
31027,14,9286,1
31027,15,6272,1
31027,16,7825,1
31028,0,18469,0
31028,1,19202,0
31028,2,19241,0
31028,3,21016,1
31028,4,23260,0
31028,5,24049,4
31028,6,24004,7
31028,7,24007,1
31028,8,24463,4
31028,9,22734,2
31028,10,22115,3
31028,11,21586,1
31028,12,19475,5
31028,13,16099,2
31028,14,12139,1
31028,15,8866,0
31028,16,10304,1
31030,0,18464,0
31030,1,19758,0
31030,2,20102,0
31030,3,22216,2
31030,4,24736,1
31030,5,26962,2
31030,6,27694,3
31030,7,28578,5
31030,8,28201,5
31030,9,26151,4
31030,10,25746,6
31030,11,26113,2
31030,12,23890,6
31030,13,19555,5
31030,14,14433,3
31030,15,9975,2
31030,16,11557,4
31031,0,22105,0
31031,1,23740,0
31031,2,23133,0
31031,3,25118,0
31031,4,29581,3
31031,5,31791,3
31031,6,31698,4
31031,7,32275,2
31031,8,32259,5
31031,9,29440,10
31031,10,27212,6
31031,11,25843,3
31031,12,23440,7
31031,13,18536,1
31031,14,13239,3
31031,15,8722,1
31031,16,9488,0
31032,0,54916,0
31032,1,54466,0
31032,2,51644,2
31032,3,57515,4
31032,4,68088,10
31032,5,71939,12
31032,6,69851,11
31032,7,67723,8
31032,8,62770,5
31032,9,52183,8
31032,10,44920,9
31032,11,39737,6
31032,12,33030,4
31032,13,25598,7
31032,14,17977,0
31032,15,11954,3
31032,16,13136,2
31034,0,36244,0
31034,1,37619,0
31034,2,38781,0
31034,3,42343,1
31034,4,43425,2
31034,5,41628,5
31034,6,41593,6
31034,7,44344,6
31034,8,45484,7
31034,9,43259,5
31034,10,39527,3
31034,11,37971,4
31034,12,33072,6
31034,13,27434,1
31034,14,20480,1
31034,15,14025,0
31034,16,17989,2
31035,0,38304,0
31035,1,41505,0
31035,2,42403,0
31035,3,45029,2
31035,4,47180,3
31035,5,47531,5
31035,6,47472,6
31035,7,50386,10
31035,8,51810,10
31035,9,46772,9
31035,10,44420,8
31035,11,44397,5
31035,12,39681,7
31035,13,31402,1
31035,14,22329,1
31035,15,14953,1
31035,16,18258,1
31036,0,71253,0
31036,1,77021,0
31036,2,78301,0
31036,3,85767,5
31036,4,92356,11
31036,5,89494,12
31036,6,87172,11
31036,7,90823,8
31036,8,92398,15
31036,9,85957,9
31036,10,80548,9
31036,11,77544,6
31036,12,68089,6
31036,13,55389,0
31036,14,42453,8
31036,15,29913,1
31036,16,37703,1
31037,0,70240,0
31037,1,72889,0
31037,2,72601,3
31037,3,77551,6
31037,4,84653,11
31037,5,86386,7
31037,6,86320,8
31037,7,90305,11
31037,8,93632,9
31037,9,84674,9
31037,10,75431,8
31037,11,69064,6
31037,12,62522,3
31037,13,53830,6
31037,14,38404,2
31037,15,23870,2
31037,16,29027,5
31038,0,11371,0
31038,1,12091,0
31038,2,12641,0
31038,3,13459,1
31038,4,12904,2
31038,5,12098,4
31038,6,12061,0
31038,7,13849,3
31038,8,14679,1
31038,9,14551,0
31038,10,13909,3
31038,11,13353,0
31038,12,11683,2
31038,13,9772,1
31038,14,7614,0
31038,15,5451,1
31038,16,6983,0
31040,0,15305,0
31040,1,16292,0
31040,2,16215,0
31040,3,16726,3
31040,4,16503,1
31040,5,16377,1
31040,6,16310,2
31040,7,17275,1
31040,8,18049,1
31040,9,17853,2
31040,10,16697,2
31040,11,16165,3
31040,12,14761,2
31040,13,12471,0
31040,14,9929,0
31040,15,6903,0
31040,16,8449,0
31041,0,8729,0
31041,1,9714,0
31041,2,9842,0
31041,3,10082,1
31041,4,10694,1
31041,5,11105,0
31041,6,10710,2
31041,7,10867,1
31041,8,11554,1
31041,9,10889,2
31041,10,10702,0
31041,11,10691,0
31041,12,10218,2
31041,13,8597,0
31041,14,6405,0
31041,15,4284,0
31041,16,5441,0
31042,0,24249,0
31042,1,25164,0
31042,2,25304,0
31042,3,27751,0
31042,4,29275,2
31042,5,29161,2
31042,6,28101,3
31042,7,28938,3
31042,8,29060,4
31042,9,26463,0
31042,10,23841,5
31042,11,22742,3
31042,12,20988,0
31042,13,17859,1
31042,14,13345,1
31042,15,8565,1
31042,16,10351,0
31044,0,26707,0
31044,1,29777,0
31044,2,30464,0
31044,3,32390,2
31044,4,34254,4
31044,5,35307,4
31044,6,36310,3
31044,7,38113,3
31044,8,39118,0
31044,9,36049,2
31044,10,35234,5
31044,11,35555,4
31044,12,33024,6
31044,13,27762,4
31044,14,21438,1
31044,15,14955,0
31044,16,18003,2
31045,0,28353,0
31045,1,30230,0
31045,2,30180,0
31045,3,33105,3
31045,4,35837,4
31045,5,36894,4
31045,6,37564,3
31045,7,39738,6
31045,8,39419,6
31045,9,35416,5
31045,10,33013,4
31045,11,32096,2
31045,12,29364,2
31045,13,25084,4
31045,14,19076,2
31045,15,12541,0
31045,16,15046,2
31046,0,7227,0
31046,1,7957,0
31046,2,8331,0
31046,3,9087,1
31046,4,9714,0
31046,5,10076,0
31046,6,9849,1
31046,7,9995,3
31046,8,10376,2
31046,9,9668,0
31046,10,9624,0
31046,11,10439,5
31046,12,9635,2
31046,13,7705,1
31046,14,5576,0
31046,15,3837,1
31046,16,4425,0
31047,0,12390,0
31047,1,13289,0
31047,2,13057,0
31047,3,14003,2
31047,4,14839,0
31047,5,15568,2
31047,6,15409,2
31047,7,15765,2
31047,8,15727,0
31047,9,14531,1
31047,10,14036,3
31047,11,14512,3
31047,12,13980,3
31047,13,11429,1
31047,14,8781,1
31047,15,5951,1
31047,16,7275,1
31048,0,51788,0
31048,1,54818,0
31048,2,56025,0
31048,3,60034,5
31048,4,65725,9
31048,5,68266,8
31048,6,69031,8
31048,7,71663,16
31048,8,69984,5
31048,9,63752,8
31048,10,59867,7
31048,11,58918,9
31048,12,52720,6
31048,13,41898,7
31048,14,31481,1
31048,15,21757,1
31048,16,26640,1
31050,0,8114,0
31050,1,9031,0
31050,2,9538,0
31050,3,9772,0
31050,4,8649,2
31050,5,8591,6
31050,6,9236,0
31050,7,10334,2
31050,8,10319,3
31050,9,9231,0
31050,10,8506,0
31050,11,8380,1
31050,12,7432,1
31050,13,6074,0
31050,14,4760,2
31050,15,3302,1
31050,16,4062,0
31051,0,12737,0
31051,1,13241,0
31051,2,14919,0
31051,3,16329,1
31051,4,15563,0
31051,5,14898,0
31051,6,14852,4
31051,7,15619,2
31051,8,14848,2
31051,9,13138,2
31051,10,11936,2
31051,11,11305,2
31051,12,9770,1
31051,13,7688,1
31051,14,6036,0
31051,15,4246,0
31051,16,4714,0
31052,0,54655,0
31052,1,57038,0
31052,2,57788,0
31052,3,61000,1
31052,4,61048,13
31052,5,60827,11
31052,6,61145,8
31052,7,65850,3
31052,8,64227,11
31052,9,53227,3
31052,10,47376,13
31052,11,44643,5
31052,12,39282,5
31052,13,30508,1
31052,14,24439,2
31052,15,17697,4
31052,16,20428,2
31053,0,24142,0
31053,1,25239,0
31053,2,26319,0
31053,3,28082,1
31053,4,26693,5
31053,5,24863,6
31053,6,23924,10
31053,7,25467,4
31053,8,23377,5
31053,9,20038,2
31053,10,18428,1
31053,11,17551,0
31053,12,15901,0
31053,13,13108,1
31053,14,10101,2
31053,15,7405,0
31053,16,9220,0
31055,0,26888,0
31055,1,28633,0
31055,2,28565,0
31055,3,30735,2
31055,4,30016,6
31055,5,29828,6
31055,6,30821,4
31055,7,33098,7
31055,8,32931,6
31055,9,27848,5
31055,10,24745,2
31055,11,23194,3
31055,12,20416,2
31055,13,16639,1
31055,14,11870,1
31055,15,7572,0
31055,16,8733,0
31057,0,47743,0
31057,1,50262,0
31057,2,49937,1
31057,3,55753,11
31057,4,62877,14
31057,5,65657,16
31057,6,63974,14
31057,7,63291,15
31057,8,62613,11
31057,9,59220,9
31057,10,56349,10
31057,11,51857,6
31057,12,44569,8
31057,13,35350,4
31057,14,25897,3
31057,15,17635,3
31057,16,19459,2
31058,0,57391,0
31058,1,58997,0
31058,2,57516,2
31058,3,62964,2
31058,4,67077,14
31058,5,67306,13
31058,6,65944,11
31058,7,66258,9
31058,8,64518,2
31058,9,57268,11
31058,10,50637,11
31058,11,45669,4
31058,12,39184,7
31058,13,30326,1
31058,14,21442,6
31058,15,13792,1
31058,16,15678,1
31059,0,72660,0
31059,1,72842,0
31059,2,72016,0
31059,3,78736,4
31059,4,82472,9
31059,5,79629,6
31059,6,78278,11
31059,7,82466,9
31059,8,81001,8
31059,9,72061,8
31059,10,64493,9
31059,11,60102,3
31059,12,52732,3
31059,13,43583,1
31059,14,32746,3
31059,15,22060,2
31059,16,27345,1
31060,0,33447,0
31060,1,35811,0
31060,2,37428,0
31060,3,41861,2
31060,4,43396,6
31060,5,43631,5
31060,6,43614,5
31060,7,46160,6
31060,8,47808,5
31060,9,44482,9
31060,10,42046,3
31060,11,41899,6
31060,12,38547,6
31060,13,32119,2
31060,14,24545,1
31060,15,17291,1
31060,16,22590,2
31061,0,22024,0
31061,1,22844,0
31061,2,23191,0
31061,3,26878,0
31061,4,31257,4
31061,5,32188,6
31061,6,31073,6
31061,7,31951,6
31061,8,31962,8
31061,9,28415,7
31061,10,25911,3
31061,11,25596,5
31061,12,24081,4
31061,13,20348,0
31061,14,14541,1
31061,15,9709,0
31061,16,12755,0
31062,0,11333,0
31062,1,12099,0
31062,2,12273,0
31062,3,13088,1
31062,4,12015,2
31062,5,11071,1
31062,6,11194,0
31062,7,12224,0
31062,8,12405,0
31062,9,11320,1
31062,10,9947,1
31062,11,9706,0
31062,12,8367,0
31062,13,6905,0
31062,14,5842,0
31062,15,4718,0
31062,16,6110,0
31064,0,12541,0
31064,1,13887,0
31064,2,15738,0
31064,3,17985,0
31064,4,17856,1
31064,5,16327,0
31064,6,16394,1
31064,7,17627,1
31064,8,17826,1
31064,9,16623,1
31064,10,15212,1
31064,11,14581,0
31064,12,12883,1
31064,13,10000,1
31064,14,8025,1
31064,15,6053,0
31064,16,8480,0
31065,0,13469,0
31065,1,14564,0
31065,2,16230,0
31065,3,18487,0
31065,4,17429,2
31065,5,15382,0
31065,6,14920,1
31065,7,16018,2
31065,8,16482,0
31065,9,15193,0
31065,10,13919,2
31065,11,13224,1
31065,12,11512,0
31065,13,9702,1
31065,14,8240,0
31065,15,6470,0
31065,16,8495,0
31066,0,10916,0
31066,1,11720,0
31066,2,12546,0
31066,3,13069,1
31066,4,12208,0
31066,5,11872,1
31066,6,12270,0
31066,7,13811,0
31066,8,14269,1
31066,9,12988,0
31066,10,11792,0
31066,11,11560,0
31066,12,10257,0
31066,13,8425,0
31066,14,6736,0
31066,15,5117,0
31066,16,6522,0
31067,0,11346,0
31067,1,12067,0
31067,2,13096,0
31067,3,14313,1
31067,4,12700,0
31067,5,11009,2
31067,6,10930,0
31067,7,11977,1
31067,8,11928,5
31067,9,10861,0
31067,10,9581,1
31067,11,8639,1
31067,12,7512,0
31067,13,6384,0
31067,14,5049,0
31067,15,3802,0
31067,16,5217,0
31068,0,12052,0
31068,1,12816,0
31068,2,13642,0
31068,3,15532,2
31068,4,16525,2
31068,5,15492,2
31068,6,14892,1
31068,7,15047,2
31068,8,14434,2
31068,9,12667,1
31068,10,11560,0
31068,11,10474,2
31068,12,8861,1
31068,13,7303,1
31068,14,5943,0
31068,15,4353,1
31068,16,5600,0
31070,0,38164,0
31070,1,40143,0
31070,2,38682,1
31070,3,40821,0
31070,4,43697,4
31070,5,45812,9
31070,6,46428,7
31070,7,48455,8
31070,8,46241,14
31070,9,39926,4
31070,10,35825,5
31070,11,33439,5
31070,12,29475,6
31070,13,24031,2
31070,14,16956,3
31070,15,11036,0
31070,16,11404,0
31071,0,31859,0
31071,1,34408,0
31071,2,34664,0
31071,3,36063,7
31071,4,38485,2
31071,5,40091,7
31071,6,40614,6
31071,7,42383,4
31071,8,41954,5
31071,9,37651,5
31071,10,34259,5
31071,11,31845,9
31071,12,27515,3
31071,13,21656,3
31071,14,15786,2
31071,15,10948,2
31071,16,11667,2
31072,0,78083,0
31072,1,84965,0
31072,2,84195,1
31072,3,89072,4
31072,4,99812,14
31072,5,105169,14
31072,6,104883,9
31072,7,106934,11
31072,8,103958,15
31072,9,90066,13
31072,10,78456,9
31072,11,74180,7
31072,12,67304,3
31072,13,54043,4
31072,14,39936,2
31072,15,26840,2
31072,16,30238,1
31073,0,32211,0
31073,1,35864,0
31073,2,35711,1
31073,3,37232,5
31073,4,38114,6
31073,5,39763,5
31073,6,40549,7
31073,7,42363,4
31073,8,42846,6
31073,9,41496,8
31073,10,39972,7
31073,11,38558,6
31073,12,33757,2
31073,13,27006,2
31073,14,21387,3
31073,15,15433,2
31073,16,18190,5
31074,0,35583,0
31074,1,37739,0
31074,2,36863,0
31074,3,39685,1
31074,4,44380,6
31074,5,45810,7
31074,6,45432,9
31074,7,45805,7
31074,8,45791,11
31074,9,42671,7
31074,10,40005,3
31074,11,37189,7
31074,12,32363,6
31074,13,25311,6
31074,14,18625,6
31074,15,12510,2
31074,16,13405,4
31075,0,170713,0
31075,1,186399,0
31075,2,183944,5
31075,3,198424,20
31075,4,227509,18
31075,5,242218,38
31075,6,239705,34
31075,7,238776,29
31075,8,231301,34
31075,9,203859,26
31075,10,180198,16
31075,11,166627,16
31075,12,144260,22
31075,13,113507,7
31075,14,83468,9
31075,15,55312,6
31075,16,62740,4
31076,0,12447,0
31076,1,12791,0
31076,2,13767,0
31076,3,15121,2
31076,4,13997,5
31076,5,12403,4
31076,6,11758,4
31076,7,12355,2
31076,8,11929,2
31076,9,10111,1
31076,10,9045,0
31076,11,8655,1
31076,12,7509,2
31076,13,6079,0
31076,14,4793,0
31076,15,3692,0
31076,16,4242,1
31077,0,14575,0
31077,1,14860,0
31077,2,14512,0
31077,3,16323,3
31077,4,17279,6
31077,5,16999,6
31077,6,16831,0
31077,7,17309,3
31077,8,16544,1
31077,9,15208,1
31077,10,13746,2
31077,11,12544,0
31077,12,10369,2
31077,13,7935,4
31077,14,5728,1
31077,15,3864,1
31077,16,4021,2
31078,0,22707,0
31078,1,24655,0
31078,2,24790,0
31078,3,25258,0
31078,4,27262,4
31078,5,29109,4
31078,6,30325,5
31078,7,31406,3
31078,8,30787,1
31078,9,26011,3
31078,10,23615,6
31078,11,23102,5
31078,12,21347,2
31078,13,16921,3
31078,14,11826,0
31078,15,7407,1
31078,16,8027,0
31079,0,31940,0
31079,1,33765,0
31079,2,34503,0
31079,3,37471,3
31079,4,41000,1
31079,5,43213,5
31079,6,44415,6
31079,7,45586,11
31079,8,45243,4
31079,9,40135,8
31079,10,36717,4
31079,11,35876,3
31079,12,32889,2
31079,13,26856,2
31079,14,19680,0
31079,15,13261,3
31079,16,15580,1
31082,0,19444,0
31082,1,19931,0
31082,2,19613,1
31082,3,21774,3
31082,4,25689,3
31082,5,25733,9
31082,6,24395,5
31082,7,24357,7
31082,8,23894,10
31082,9,21236,5
31082,10,19518,5
31082,11,17997,2
31082,12,15774,6
31082,13,12902,2
31082,14,9515,3
31082,15,6751,2
31082,16,7857,1
31083,0,14071,0
31083,1,15312,0
31083,2,15829,0
31083,3,17105,0
31083,4,17020,2
31083,5,16090,5
31083,6,16636,0
31083,7,17491,1
31083,8,16967,5
31083,9,15299,2
31083,10,13897,3
31083,11,13183,1
31083,12,11547,1
31083,13,8893,0
31083,14,6655,1
31083,15,4541,0
31083,16,5102,0
31084,0,91208,1
31084,1,92632,0
31084,2,89066,0
31084,3,100043,4
31084,4,116463,11
31084,5,117657,16
31084,6,113239,14
31084,7,113216,14
31084,8,110428,13
31084,9,95329,11
31084,10,81292,11
31084,11,72280,7
31084,12,60979,2
31084,13,47924,3
31084,14,36387,2
31084,15,25184,1
31084,16,27338,3
31085,0,25823,0
31085,1,26606,0
31085,2,27469,0
31085,3,31201,0
31085,4,31957,4
31085,5,31063,1
31085,6,30134,2
31085,7,31554,1
31085,8,30836,1
31085,9,27022,5
31085,10,23820,2
31085,11,21595,0
31085,12,19383,2
31085,13,15532,2
31085,14,12530,1
31085,15,9095,0
31085,16,11321,1
31086,0,61747,0
31086,1,63603,0
31086,2,62582,0
31086,3,68562,3
31086,4,78813,5
31086,5,83686,8
31086,6,84081,14
31086,7,84860,18
31086,8,85929,17
31086,9,77377,7
31086,10,70449,8
31086,11,67512,10
31086,12,60108,7
31086,13,47497,6
31086,14,35128,4
31086,15,23866,2
31086,16,26859,5
31087,0,23499,0
31087,1,24271,0
31087,2,23823,0
31087,3,26092,3
31087,4,29423,5
31087,5,31174,4
31087,6,31164,4
31087,7,31316,5
31087,8,31724,5
31087,9,28209,8
31087,10,25713,2
31087,11,24472,3
31087,12,21511,1
31087,13,17299,4
31087,14,12270,3
31087,15,8114,2
31087,16,9269,2
31088,0,15916,0
31088,1,16957,0
31088,2,17610,0
31088,3,19975,2
31088,4,22227,4
31088,5,22434,3
31088,6,22177,4
31088,7,22992,5
31088,8,23497,3
31088,9,22289,3
31088,10,20590,5
31088,11,19980,1
31088,12,18347,3
31088,13,15208,1
31088,14,11227,1
31088,15,7837,1
31088,16,9555,0
31089,0,15219,0
31089,1,16303,0
31089,2,16905,0
31089,3,18353,2
31089,4,20092,6
31089,5,20236,3
31089,6,20296,3
31089,7,22131,5
31089,8,22978,1
31089,9,21198,5
31089,10,19122,5
31089,11,18222,2
31089,12,17519,2
31089,13,15645,3
31089,14,11775,3
31089,15,7973,0
31089,16,9077,3
31090,0,10675,0
31090,1,12043,0
31090,2,12562,1
31090,3,13681,0
31090,4,14372,1
31090,5,14148,2
31090,6,13990,3
31090,7,14691,1
31090,8,15714,2
31090,9,15909,1
31090,10,15759,7
31090,11,15936,3
31090,12,14499,5
31090,13,12052,3
31090,14,9086,0
31090,15,6271,0
31090,16,7220,1
31091,0,9066,0
31091,1,9566,0
31091,2,9412,0
31091,3,10100,1
31091,4,10439,1
31091,5,10267,4
31091,6,10023,2
31091,7,10311,0
31091,8,10605,1
31091,9,9783,2
31091,10,9167,2
31091,11,8756,2
31091,12,8250,2
31091,13,7298,1
31091,14,5558,0
31091,15,3679,0
31091,16,3865,0
31092,0,36886,0
31092,1,39198,0
31092,2,38853,1
31092,3,41361,6
31092,4,46139,10
31092,5,47366,11
31092,6,46819,9
31092,7,46644,12
31092,8,46992,12
31092,9,43631,11
31092,10,41618,4
31092,11,40301,5
31092,12,36190,5
31092,13,30009,3
31092,14,22345,2
31092,15,14961,0
31092,16,15479,1
31093,0,13545,0
31093,1,14083,0
31093,2,13967,0
31093,3,15890,1
31093,4,17730,1
31093,5,18423,6
31093,6,18137,0
31093,7,19088,5
31093,8,18932,1
31093,9,17554,2
31093,10,16213,2
31093,11,15407,5
31093,12,14376,4
31093,13,11797,2
31093,14,8554,4
31093,15,5753,0
31093,16,6389,1
31094,0,30557,0
31094,1,32540,0
31094,2,34535,1
31094,3,38287,1
31094,4,35742,3
31094,5,33341,4
31094,6,33620,2
31094,7,36175,2
31094,8,35685,1
31094,9,33370,2
31094,10,30700,3
31094,11,29699,2
31094,12,25847,4
31094,13,20809,2
31094,14,17334,2
31094,15,13209,1
31094,16,18227,0
31095,0,11122,0
31095,1,11610,0
31095,2,11864,0
31095,3,13672,2
31095,4,14701,1
31095,5,14260,1
31095,6,14637,2
31095,7,14140,2
31095,8,12504,3
31095,9,10833,1
31095,10,9725,2
31095,11,8941,1
31095,12,7922,1
31095,13,6500,0
31095,14,4580,1
31095,15,3267,0
31095,16,4766,1
31096,0,7510,0
31096,1,8197,0
31096,2,8665,0
31096,3,9163,0
31096,4,8929,1
31096,5,8295,1
31096,6,7800,1
31096,7,8313,1
31096,8,8578,0
31096,9,8103,0
31096,10,7633,1
31096,11,7623,0
31096,12,6775,0
31096,13,5457,0
31096,14,4123,0
31096,15,3215,0
31096,16,4833,0
31097,0,92525,0
31097,1,102467,0
31097,2,102928,1
31097,3,114181,12
31097,4,135858,14
31097,5,144141,16
31097,6,142897,19
31097,7,140652,20
31097,8,139693,12
31097,9,124768,19
31097,10,117614,8
31097,11,118628,8
31097,12,110520,12
31097,13,91661,6
31097,14,69990,3
31097,15,47002,8
31097,16,55035,7
31098,0,11210,0
31098,1,12123,0
