health_region_code,band,person_years,deaths
41003,3,149346,18
41003,4,156543,22
41003,5,156672,27
41003,6,149876,26
41003,7,144356,21
41003,8,143566,25
41003,9,130384,27
41003,10,117638,12
41003,11,106429,9
41003,12,91710,13
41003,13,71522,6
41003,14,51814,4
41003,15,34189,4
41003,16,33316,3
41004,0,32676,0
41004,1,35179,0
41004,2,34474,0
41004,3,36809,2
41004,4,37673,2
41004,5,37831,7
41004,6,36837,6
41004,7,36461,7
41004,8,36269,8
41004,9,34110,6
41004,10,32600,2
41004,11,30958,5
41004,12,26520,2
41004,13,20491,4
41004,14,14818,0
41004,15,9961,2
41004,16,9264,0
41005,0,98394,0
41005,1,103400,0
41005,2,99226,3
41005,3,104548,11
41005,4,107963,21
41005,5,106401,23
41005,6,99622,29
41005,7,96722,18
41005,8,97923,19
41005,9,91461,15
41005,10,86929,16
41005,11,80703,24
41005,12,69070,13
41005,13,54474,2
41005,14,39137,6
41005,15,25676,5
41005,16,23965,2
41006,0,32246,0
41006,1,34387,0
41006,2,33683,0
41006,3,36623,6
41006,4,38555,8
41006,5,36717,6
41006,6,34622,5
41006,7,35073,5
41006,8,35798,8
41006,9,33926,8
41006,10,32527,8
41006,11,30522,3
41006,12,26259,2
41006,13,20302,1
41006,14,14894,3
41006,15,9999,2
41006,16,10169,2
41007,0,60423,0
41007,1,63642,1
41007,2,59491,3
41007,3,61670,2
41007,4,65832,11
41007,5,67893,19
41007,6,65474,16
41007,7,62900,14
41007,8,59815,12
41007,9,53893,12
41007,10,52005,10
41007,11,49594,5
41007,12,43293,6
41007,13,34366,9
41007,14,25574,6
41007,15,16287,4
41007,16,16624,3
41008,0,77971,0
41008,1,79902,0
41008,2,76117,2
41008,3,79668,10
41008,4,86793,16
41008,5,91119,13
41008,6,88339,18
41008,7,85200,13
41008,8,81616,12
41008,9,75126,13
41008,10,74553,16
41008,11,74134,20
41008,12,64601,8
41008,13,51283,10
41008,14,37804,14
41008,15,25481,8
41008,16,25366,3
41009,0,90866,0
41009,1,97186,0
41009,2,93834,1
41009,3,98480,6
41009,4,109339,8
41009,5,113247,18
41009,6,108549,18
41009,7,103976,24
41009,8,100425,14
41009,9,91685,10
41009,10,85790,11
41009,11,78662,4
41009,12,65091,11
41009,13,50027,9
41009,14,35393,5
41009,15,22934,7
41009,16,21897,4
41010,0,120117,0
41010,1,124683,0
41010,2,116342,1
41010,3,121443,8
41010,4,133899,21
41010,5,143908,21
41010,6,139189,20
41010,7,133839,20
41010,8,128173,28
41010,9,118566,21
41010,10,113019,20
41010,11,104821,20
41010,12,87998,10
41010,13,68718,4
41010,14,50888,12
41010,15,34518,3
41010,16,34313,3
41011,0,64362,0
41011,1,69480,0
41011,2,67424,0
41011,3,69674,4
41011,4,71792,12
41011,5,73933,9
41011,6,73151,9
41011,7,72878,8
41011,8,73287,10
41011,9,70776,8
41011,10,71935,9
41011,11,70832,9
41011,12,60559,6
41011,13,47821,10
41011,14,35715,3
41011,15,24333,4
41011,16,26746,1
41012,0,56523,0
41012,1,59302,0
41012,2,56749,2
41012,3,58004,4
41012,4,60267,11
41012,5,62725,9
41012,6,63043,6
41012,7,63330,12
41012,8,62976,6
41012,9,60240,9
41012,10,60273,4
41012,11,57847,5
41012,12,50453,2
41012,13,40289,4
41012,14,30590,3
41012,15,21808,3
41012,16,24952,1
41013,0,29255,0
41013,1,31498,0
41013,2,30892,0
41013,3,31329,1
41013,4,32188,1
41013,5,33706,8
41013,6,34110,2
41013,7,34290,5
41013,8,33870,4
41013,9,32552,4
41013,10,32606,3
41013,11,31136,3
41013,12,25796,4
41013,13,20302,1
41013,14,15189,3
41013,15,10513,3
41013,16,12346,2
41014,0,52769,0
41014,1,57190,0
41014,2,56479,2
41014,3,56580,4
41014,4,56192,8
41014,5,58454,12
41014,6,58922,7
41014,7,58615,17
41014,8,58466,9
41014,9,56066,13
41014,10,56536,14
41014,11,55357,1
41014,12,47221,3
41014,13,36425,6
41014,14,27264,4
41014,15,19425,0
41014,16,22426,2
41015,0,162400,0
41015,1,172302,0
41015,2,164257,0
41015,3,171082,10
41015,4,194640,16
41015,5,210451,23
41015,6,209143,28
41015,7,203485,23
41015,8,197238,23
41015,9,179164,21
41015,10,173974,15
41015,11,166855,17
41015,12,141686,10
41015,13,114245,13
41015,14,86465,12
41015,15,59310,5
41015,16,63414,2
41016,0,70827,0
41016,1,78526,0
41016,2,76345,1
41016,3,78031,5
41016,4,80971,9
41016,5,83689,15
41016,6,84536,13
41016,7,84533,12
41016,8,85439,8
41016,9,78630,11
41016,10,76545,8
41016,11,73124,14
41016,12,62339,1
41016,13,50296,1
41016,14,38007,6
41016,15,26696,0
41016,16,28782,3
41017,0,168151,0
41017,1,186412,0
41017,2,182563,2
41017,3,193825,16
41017,4,215084,17
41017,5,222295,29
41017,6,216146,24
41017,7,213284,24
41017,8,216775,29
41017,9,195482,20
41017,10,188025,9
41017,11,181797,15
41017,12,157104,14
41017,13,129612,17
41017,14,99665,5
41017,15,69176,7
41017,16,75977,7
41018,0,36396,0
41018,1,40720,0
41018,2,41000,0
41018,3,42899,5
41018,4,42818,10
41018,5,42536,7
41018,6,41882,2
41018,7,43945,8
41018,8,45582,7
41018,9,44036,3
41018,10,45013,4
41018,11,45267,4
41018,12,40924,5
41018,13,34031,2
41018,14,26598,1
41018,15,18252,1
41018,16,20140,2
41019,0,57817,0
41019,1,60748,0
41019,2,58836,1
41019,3,61031,2
41019,4,62206,12
41019,5,62937,14
41019,6,62265,11
41019,7,63062,10
41019,8,63511,15
41019,9,59203,10
41019,10,58132,8
41019,11,57290,9
41019,12,51868,7
41019,13,41813,8
41019,14,31707,3
41019,15,21425,4
41019,16,21774,1
41020,0,84492,0
41020,1,89294,0
41020,2,84996,0
41020,3,85893,9
41020,4,93210,20
41020,5,98501,13
41020,6,98158,14
41020,7,96449,10
41020,8,94116,16
41020,9,86687,13
41020,10,84003,18
41020,11,80006,12
41020,12,66824,14
41020,13,52066,4
41020,14,39707,4
41020,15,27958,6
41020,16,29428,6
41021,0,39527,0
41021,1,42243,0
41021,2,40613,0
41021,3,42044,4
41021,4,42196,4
41021,5,41195,7
41021,6,40294,10
41021,7,40530,3
41021,8,41560,5
41021,9,37323,10
41021,10,33931,6
41021,11,30880,1
41021,12,26542,5
41021,13,20689,2
41021,14,15234,1
41021,15,10147,0
41021,16,9964,2
41022,0,23804,0
41022,1,26593,0
41022,2,27356,0
41022,3,27811,2
41022,4,26174,4
41022,5,26620,7
41022,6,26794,1
41022,7,27523,6
41022,8,28572,4
41022,9,27913,4
41022,10,28447,3
41022,11,27968,4
41022,12,25336,2
41022,13,20767,4
41022,14,15690,2
41022,15,11006,2
41022,16,11934,3
42001,0,47131,0
42001,1,47219,0
42001,2,44474,1
42001,3,44120,9
42001,4,47910,7
42001,5,53507,7
42001,6,56245,10
42001,7,56996,11
42001,8,52589,11
42001,9,48589,12
42001,10,47693,18
42001,11,48904,24
42001,12,45308,17
42001,13,36391,14
42001,14,27041,11
42001,15,18710,10
42001,16,19972,10
42002,0,90829,0
42002,1,88396,0
42002,2,79142,2
42002,3,79110,4
42002,4,96668,13
42002,5,113174,16
42002,6,112679,19
42002,7,106965,21
42002,8,95138,26
42002,9,82152,14
42002,10,75664,22
42002,11,71663,17
42002,12,61473,17
42002,13,47215,9
42002,14,34471,6
42002,15,23173,3
42002,16,23401,7
42003,0,45938,0
42003,1,45163,0
42003,2,41572,0
42003,3,41422,3
42003,4,45930,6
42003,5,49864,9
42003,6,48640,10
42003,7,48379,0
42003,8,45390,11
42003,9,41112,8
42003,10,39302,6
42003,11,38499,9
42003,12,34257,7
42003,13,26721,6
42003,14,19624,8
42003,15,13383,3
42003,16,13500,2
42004,0,62766,0
42004,1,64315,0
42004,2,61535,0
42004,3,62748,6
42004,4,69018,8
42004,5,75213,18
42004,6,76747,11
42004,7,76972,12
42004,8,71074,12
42004,9,63864,11
42004,10,59377,17
42004,11,57783,14
42004,12,50131,20
42004,13,38826,11
42004,14,29066,9
42004,15,19846,7
42004,16,19364,6
42005,0,168652,0
42005,1,175286,0
42005,2,165202,2
42005,3,162876,7
42005,4,188849,21
42005,5,223574,28
42005,6,230649,18
42005,7,229650,28
42005,8,212982,31
42005,9,174726,28
42005,10,147979,18
42005,11,133800,12
42005,12,116012,19
42005,13,91522,11
42005,14,64134,8
42005,15,39051,4
42005,16,38182,2
42006,0,155692,0
42006,1,160537,0
42006,2,152830,1
42006,3,156407,9
42006,4,186691,21
42006,5,217971,22
42006,6,224515,26
42006,7,221077,30
42006,8,204703,27
42006,9,175666,29
42006,10,158219,30
42006,11,147798,29
42006,12,125221,29
42006,13,94846,20
42006,14,68381,17
42006,15,44611,11
42006,16,46224,10
42007,0,247034,0
42007,1,263897,1
42007,2,252909,1
42007,3,255525,18
42007,4,308324,39
42007,5,368149,48
42007,6,382246,47
42007,7,384263,47
42007,8,360963,38
42007,9,301396,37
42007,10,260530,32
42007,11,240454,33
42007,12,210498,24
42007,13,164877,19
42007,14,120757,13
42007,15,77859,8
42007,16,81371,7
42008,0,38683,0
42008,1,39003,0
42008,2,36675,1
42008,3,37421,1
42008,4,42131,5
42008,5,46166,15
42008,6,46036,7
42008,7,45578,9
42008,8,44132,8
42008,9,40213,3
42008,10,38343,8
42008,11,37317,5
42008,12,32782,5
42008,13,25557,8
42008,14,19054,6
42008,15,13189,2
42008,16,14134,2
42009,0,61742,0
42009,1,64134,0
42009,2,60111,1
42009,3,60459,9
42009,4,67816,13
42009,5,71857,15
42009,6,68788,18
42009,7,66662,17
42009,8,63672,9
42009,9,58448,6
42009,10,55635,12
42009,11,52148,8
42009,12,43862,10
42009,13,33058,4
42009,14,24202,4
42009,15,16551,4
42009,16,16303,4
42010,0,31237,0
42010,1,30788,0
42010,2,28617,1
42010,3,28059,1
42010,4,32285,2
42010,5,35421,5
42010,6,35939,8
42010,7,36978,7
42010,8,35301,12
42010,9,32088,7
42010,10,30508,16
42010,11,30218,11
42010,12,27207,10
42010,13,22431,8
42010,14,17258,5
42010,15,12013,6
42010,16,12343,1
42011,0,155832,0
42011,1,166625,0
42011,2,161272,3
42011,3,159998,7
42011,4,181302,20
42011,5,204573,18
42011,6,205803,26
42011,7,203786,21
42011,8,194901,27
42011,9,169583,15
42011,10,151013,12
42011,11,139411,17
42011,12,118741,14
42011,13,92114,12
42011,14,65482,4
42011,15,39986,5
42011,16,39214,5
42012,0,74239,0
42012,1,77197,0
42012,2,76185,0
42012,3,78927,7
42012,4,82595,13
42012,5,85425,7
42012,6,85029,17
42012,7,87683,9
42012,8,88487,13
42012,9,82341,13
42012,10,74347,13
42012,11,69447,17
42012,12,60028,10
42012,13,45771,4
42012,14,32688,9
42012,15,21445,3
42012,16,20939,4
42013,0,58260,0
42013,1,61863,0
42013,2,60099,0
42013,3,61343,3
42013,4,66101,10
42013,5,69623,5
42013,6,68295,13
42013,7,67680,11
42013,8,65037,10
42013,9,60476,9
42013,10,58668,13
42013,11,57184,10
42013,12,49715,7
42013,13,38887,10
42013,14,29026,8
42013,15,19270,6
42013,16,19721,4
42014,0,45172,0
42014,1,46983,0
42014,2,45223,0
42014,3,45368,6
42014,4,46194,6
42014,5,49552,8
42014,6,51792,7
42014,7,52676,10
42014,8,50305,15
42014,9,44659,6
42014,10,43750,11
42014,11,44820,8
42014,12,40551,8
42014,13,31701,4
42014,14,23072,5
42014,15,14995,2
42014,16,14755,1
42015,0,87273,0
42015,1,91399,0
42015,2,87013,1
42015,3,87251,3
42015,4,99640,7
42015,5,110839,9
42015,6,115391,23
42015,7,116795,20
42015,8,107433,18
42015,9,90058,19
42015,10,85084,12
42015,11,86639,15
42015,12,77370,15
42015,13,57803,7
42015,14,40201,7
42015,15,25852,5
42015,16,24872,2
42016,0,70765,0
42016,1,75415,0
42016,2,73036,3
42016,3,72275,3
42016,4,78594,5
42016,5,88228,13
42016,6,92466,9
42016,7,94725,16
42016,8,91026,22
42016,9,77204,16
42016,10,74236,19
42016,11,77537,23
42016,12,69909,8
42016,13,54496,8
42016,14,41096,5
42016,15,27327,3
42016,16,26002,5
42017,0,69690,0
42017,1,72432,0
42017,2,68900,0
42017,3,67601,3
42017,4,75085,10
42017,5,85475,8
42017,6,89133,15
42017,7,91079,8
42017,8,86759,13
42017,9,74395,7
42017,10,65056,10
42017,11,57879,11
42017,12,47839,3
42017,13,35841,8
42017,14,25022,7
42017,15,16289,1
42017,16,15947,2
43001,0,72291,0
43001,1,78328,0
43001,2,76857,1
43001,3,86446,9
43001,4,101829,8
43001,5,100797,24
43001,6,95163,19
43001,7,97535,22
43001,8,95530,18
43001,9,85436,19
43001,10,83975,25
43001,11,87910,18
43001,12,84010,16
43001,13,69846,9
43001,14,54221,13
43001,15,38089,4
43001,16,44249,9
43002,0,17831,0
43002,1,20214,0
43002,2,20450,1
43002,3,21669,2
43002,4,23097,3
43002,5,23535,2
43002,6,23739,2
43002,7,25079,4
43002,8,24859,7
43002,9,23450,3
43002,10,24294,8
43002,11,26201,8
43002,12,25014,4
43002,13,20695,5
43002,14,16398,0
43002,15,11763,6
43002,16,13622,9
43003,0,84725,0
43003,1,92982,0
43003,2,90662,1
43003,3,95498,13
43003,4,100857,12
43003,5,99327,13
43003,6,93683,8
43003,7,94630,15
43003,8,93619,11
43003,9,87977,13
43003,10,86926,13
43003,11,90030,11
43003,12,82919,13
43003,13,66197,11
43003,14,49953,6
43003,15,34953,3
43003,16,39062,12
43004,0,33569,0
43004,1,35748,0
43004,2,34249,0
43004,3,34949,2
43004,4,36117,6
43004,5,36496,5
43004,6,37094,7
43004,7,38501,8
43004,8,38127,11
43004,9,33424,7
43004,10,32594,5
43004,11,34896,4
43004,12,33553,10
43004,13,27969,3
43004,14,20915,4
43004,15,13350,3
43004,16,12771,4
43005,0,43039,0
43005,1,48947,0
43005,2,46764,0
43005,3,48014,4
43005,4,49795,5
43005,5,48707,4
43005,6,47945,6
43005,7,50909,9
43005,8,51027,10
43005,9,46108,8
43005,10,46080,3
43005,11,50422,10
43005,12,50442,10
43005,13,44208,4
43005,14,33196,7
43005,15,21812,2
43005,16,21219,2
43006,0,41210,0
43006,1,43970,0
43006,2,42601,1
43006,3,44796,3
43006,4,47291,3
43006,5,49132,12
43006,6,48458,4
43006,7,50196,14
43006,8,49782,14
43006,9,45460,13
43006,10,44148,6
43006,11,43766,7
43006,12,37854,8
43006,13,28910,9
43006,14,21403,5
43006,15,14017,7
43006,16,13742,0
43007,0,140810,0
43007,1,155140,0
43007,2,147339,2
43007,3,155729,11
43007,4,173560,24
43007,5,180122,26
43007,6,180507,23
43007,7,188045,25
43007,8,186236,32
43007,9,165050,28
43007,10,155954,26
43007,11,156181,22
43007,12,137940,20
43007,13,105496,15
43007,14,75239,13
43007,15,47716,10
43007,16,48488,11
43008,0,135489,0
43008,1,153656,0
43008,2,147392,1
43008,3,155962,8
43008,4,171952,15
43008,5,177472,27
43008,6,178163,26
43008,7,185723,30
43008,8,183808,37
43008,9,155684,18
43008,10,141336,36
43008,11,139862,26
43008,12,129518,18
43008,13,104668,14
43008,14,77744,12
43008,15,50773,3
43008,16,50871,6
43009,0,66477,0
43009,1,75638,0
43009,2,74630,2
43009,3,81092,6
43009,4,85235,10
43009,5,84795,15
43009,6,83492,13
43009,7,87684,8
43009,8,86855,12
43009,9,79488,12
43009,10,75879,22
43009,11,76809,8
43009,12,71494,15
43009,13,58912,22
43009,14,43897,8
43009,15,29090,6
43009,16,29303,6
43010,0,354605,0
43010,1,420187,0
43010,2,408700,2
43010,3,427176,31
43010,4,489616,59
43010,5,511954,64
43010,6,497411,72
43010,7,514152,71
43010,8,522389,81
43010,9,456950,48
43010,10,408572,55
43010,11,405204,42
43010,12,388620,47
43010,13,330390,29
43010,14,252419,20
43010,15,172477,21
43010,16,196274,19
43011,0,49003,0
43011,1,52059,0
43011,2,49642,0
43011,3,53767,6
43011,4,57847,16
43011,5,59448,16
43011,6,58157,9
43011,7,58713,8
43011,8,58187,7
43011,9,56859,16
43011,10,56565,29
43011,11,58376,15
43011,12,55259,8
43011,13,46455,13
43011,14,35657,13
43011,15,24961,14
43011,16,27485,8
43012,0,22246,0
43012,1,24449,0
43012,2,23519,1
43012,3,23677,5
43012,4,25553,4
43012,5,26824,5
43012,6,27003,7
43012,7,27887,3
43012,8,27193,6
43012,9,24456,8
43012,10,24175,11
43012,11,25515,4
43012,12,23980,5
43012,13,19991,10
43012,14,15143,3
43012,15,10497,3
43012,16,11577,6
43013,0,40441,0
43013,1,43719,0
43013,2,40905,1
43013,3,42636,2
43013,4,46060,7
43013,5,48968,8
43013,6,49062,13
43013,7,50829,16
43013,8,50597,10
43013,9,46843,9
43013,10,45164,15
43013,11,46618,15
43013,12,43166,13
43013,13,37063,8
43013,14,29201,4
43013,15,20226,9
43013,16,21774,9
43014,0,39539,0
43014,1,41569,0
43014,2,38345,0
43014,3,39392,2
43014,4,43337,8
43014,5,47908,11
43014,6,49661,6
43014,7,50099,9
43014,8,48760,9
43014,9,47228,7
43014,10,47460,12
43014,11,50030,8
43014,12,47643,12
43014,13,40593,8
43014,14,31986,11
43014,15,22252,8
43014,16,22744,9
43015,0,36242,0
43015,1,36894,0
43015,2,34037,0
43015,3,36024,5
43015,4,38788,9
43015,5,39694,8
43015,6,39756,14
43015,7,41276,7
43015,8,39631,15
43015,9,36946,16
43015,10,36717,9
43015,11,38836,19
43015,12,37319,11
43015,13,32061,6
43015,14,24803,11
43015,15,16548,7
43015,16,17349,6
43016,0,39009,0
43016,1,41475,0
43016,2,39002,0
43016,3,40895,4
43016,4,45866,8
43016,5,49734,8
43016,6,50802,11
43016,7,52514,11
43016,8,51025,7
43016,9,47185,7
43016,10,46697,9
43016,11,49475,7
43016,12,46242,9
43016,13,39065,6
43016,14,30786,8
43016,15,21816,0
43016,16,25688,7
43017,0,77504,0
43017,1,82554,0
43017,2,77433,0
43017,3,80217,3
43017,4,94044,13
43017,5,100224,17
43017,6,99345,17
43017,7,101355,19
43017,8,96272,22
43017,9,82218,16
43017,10,77034,16
43017,11,77967,20
43017,12,71797,14
43017,13,59818,12
43017,14,46059,10
43017,15,30975,8
43017,16,32442,10
43018,0,23359,0
43018,1,24403,0
43018,2,22232,0
43018,3,23718,3
43018,4,26503,6
43018,5,28578,5
43018,6,28442,10
43018,7,28194,4
43018,8,26517,8
43018,9,24806,9
43018,10,26274,10
43018,11,28159,7
43018,12,26158,3
43018,13,22067,4
43018,14,17785,5
43018,15,12587,3
43018,16,13095,3
43019,0,19698,0
43019,1,20819,0
43019,2,20325,0
43019,3,22335,3
43019,4,23332,5
43019,5,23551,5
43019,6,22954,7
43019,7,24225,10
43019,8,24339,8
43019,9,22416,8
43019,10,22323,5
43019,11,22790,5
43019,12,21161,7
43019,13,18067,1
43019,14,13935,5
43019,15,9520,3
43019,16,9903,2
43020,0,31095,0
43020,1,32176,0
43020,2,30206,0
43020,3,31630,6
43020,4,33236,8
43020,5,33271,6
43020,6,33198,4
43020,7,34123,4
43020,8,32979,5
43020,9,30418,5
43020,10,30709,8
43020,11,32883,10
43020,12,30641,7
43020,13,25435,4
43020,14,19745,6
43020,15,13561,8
43020,16,14888,5
43021,0,137484,0
43021,1,154426,0
43021,2,152124,2
43021,3,164540,7
43021,4,183583,20
43021,5,183675,21
43021,6,175945,24
43021,7,183817,43
43021,8,183669,32
43021,9,165669,35
43021,10,158137,36
43021,11,161227,35
43021,12,153209,31
43021,13,130250,29
43021,14,101984,32
43021,15,69646,14
43021,16,75187,23
43022,0,33706,0
43022,1,36609,0
43022,2,36027,0
43022,3,39018,5
43022,4,41778,9
43022,5,41380,8
43022,6,39237,8
43022,7,39933,4
43022,8,39438,6
43022,9,35903,6
43022,10,35095,7
43022,11,36432,3
43022,12,34294,4
43022,13,26954,4
43022,14,20069,2
43022,15,14013,7
43022,16,16380,6
43023,0,100901,0
43023,1,110972,0
43023,2,106652,3
43023,3,112500,7
43023,4,127166,19
43023,5,136471,26
43023,6,141511,13
43023,7,149166,19
43023,8,146707,23
43023,9,125255,21
43023,10,112440,21
43023,11,108846,21
43023,12,99861,22
43023,13,80161,21
43023,14,58965,6
43023,15,38711,10
43023,16,40627,5
43024,0,19768,0
43024,1,21227,0
43024,2,20120,0
43024,3,21007,1
43024,4,22158,6
43024,5,22315,4
43024,6,21069,1
43024,7,20956,3
43024,8,20496,3
43024,9,18745,1
43024,10,18506,6
43024,11,18589,6
43024,12,16678,1
43024,13,13646,2
43024,14,10551,0
43024,15,7200,3
43024,16,7797,1
43025,0,52845,0
43025,1,56605,0
43025,2,50321,1
43025,3,52918,4
43025,4,63746,10
43025,5,72275,8
43025,6,76810,15
43025,7,80025,14
43025,8,76838,15
43025,9,64782,11
43025,10,60089,2
43025,11,62348,17
43025,12,58656,10
43025,13,47934,6
43025,14,37047,6
43025,15,25398,5
43025,16,28144,4
43026,0,31005,0
43026,1,32699,0
43026,2,30597,0
43026,3,32628,3
43026,4,37933,3
43026,5,41287,8
43026,6,42751,10
43026,7,44744,5
43026,8,43113,5
43026,9,37924,6
43026,10,37647,5
43026,11,39823,17
43026,12,36447,5
43026,13,27950,11
43026,14,20794,3
43026,15,14220,4
43026,16,15093,5
43027,0,31731,0
43027,1,34073,0
43027,2,33891,2
43027,3,37171,0
43027,4,38372,10
43027,5,38141,5
43027,6,38537,6
43027,7,40698,8
43027,8,40485,4
43027,9,37407,0
43027,10,37677,7
43027,11,40680,11
43027,12,38900,11
43027,13,33310,10
43027,14,25736,3
43027,15,17727,8
43027,16,19117,13
43028,0,57125,0
43028,1,62195,0
43028,2,58163,1
43028,3,63489,5
43028,4,72827,11
43028,5,76280,8
43028,6,76812,11
43028,7,79834,20
43028,8,78613,15
43028,9,71788,18
43028,10,69158,19
43028,11,69545,26
43028,12,63794,21
43028,13,53261,21
43028,14,41216,12
43028,15,27639,10
43028,16,29434,10
43029,0,40738,0
43029,1,42528,0
43029,2,38171,1
43029,3,40107,1
43029,4,46054,3
43029,5,51879,9
43029,6,53709,8
43029,7,55752,10
43029,8,53547,6
43029,9,46753,14
43029,10,43916,13
43029,11,45254,25
43029,12,42786,16
43029,13,36454,14
43029,14,28715,9
43029,15,19668,7
43029,16,21887,8
43030,0,22480,0
43030,1,24940,0
43030,2,23560,1
43030,3,23956,3
43030,4,25272,4
43030,5,26373,2
43030,6,27238,9
43030,7,29132,6
43030,8,28741,6
43030,9,25482,5
43030,10,24695,9
43030,11,24963,6
43030,12,23576,7
43030,13,19590,5
43030,14,15099,5
43030,15,10109,5
43030,16,10982,8
50009,0,57769,0
50009,1,60545,0
50009,2,59096,1
50009,3,58547,8
50009,4,57002,15
50009,5,56053,14
50009,6,55745,9
50009,7,57212,7
50009,8,56304,8
50009,9,48953,3
50009,10,43736,3
50009,11,39338,10
50009,12,34469,1
50009,13,27648,5
50009,14,20134,1
50009,15,13711,0
50009,16,14714,3
50010,0,36710,0
50010,1,38180,0
50010,2,36763,0
50010,3,36406,6
50010,4,36134,10
50010,5,33760,5
50010,6,31707,4
50010,7,32462,3
50010,8,31270,2
50010,9,27623,4
50010,10,24489,1
50010,11,22422,2
50010,12,18476,0
50010,13,14415,2
50010,14,10534,1
50010,15,7144,1
50010,16,7181,0
50011,0,219980,0
50011,1,237537,0
50011,2,230823,5
50011,3,230859,35
50011,4,243494,45
50011,5,251705,56
50011,6,251239,44
50011,7,251767,41
50011,8,246118,42
50011,9,217254,26
50011,10,194198,24
50011,11,177512,13
50011,12,153319,16
50011,13,119923,13
50011,14,86712,12
50011,15,56756,5
50011,16,62125,5
50012,0,100578,0
50012,1,103767,0
50012,2,99321,6
50012,3,101084,17
50012,4,108626,23
50012,5,107623,23
50012,6,104268,15
50012,7,102392,16
50012,8,96987,13
50012,9,83881,11
50012,10,75961,11
50012,11,69865,5
50012,12,58663,3
50012,13,44500,6
50012,14,31654,5
50012,15,20660,1
50012,16,23221,1
50013,0,44848,0
50013,1,47933,0
50013,2,46932,4
50013,3,46339,4
50013,4,48124,4
50013,5,49618,11
50013,6,50461,11
50013,7,51157,10
50013,8,48717,8
50013,9,41657,6
50013,10,36210,4
50013,11,31480,5
50013,12,26443,5
50013,13,20249,2
50013,14,13583,1
50013,15,8792,0
50013,16,9235,1
50014,0,37115,0
50014,1,38004,0
50014,2,35427,0
50014,3,35707,1
50014,4,39083,4
50014,5,40432,8
50014,6,39487,7
50014,7,39389,7
50014,8,38326,5
50014,9,33335,7
50014,10,29372,2
50014,11,26125,8
50014,12,22091,1
50014,13,17600,1
50014,14,13041,1
50014,15,8507,0
50014,16,8997,3
50015,0,26164,0
50015,1,28188,0
50015,2,26706,1
50015,3,26428,2
50015,4,25856,8
50015,5,25947,8
50015,6,26814,5
50015,7,27585,2
50015,8,27178,5
50015,9,24244,6
50015,10,22507,3
50015,11,20655,4
50015,12,16959,2
50015,13,12870,0
50015,14,9272,0
50015,15,6028,3
50015,16,6587,2
50016,0,24366,0
50016,1,26489,0
50016,2,25890,0
50016,3,25766,3
50016,4,25289,2
50016,5,25442,4
50016,6,26414,5
50016,7,27136,5
50016,8,26283,6
50016,9,24314,3
50016,10,22663,2
50016,11,20895,3
50016,12,17274,1
50016,13,13105,3
50016,14,9414,0
50016,15,6501,1
50016,16,6923,0
50017,0,83617,1
50017,1,87364,0
50017,2,85332,4
50017,3,85244,20
50017,4,83638,28
50017,5,80850,22
50017,6,77950,12
50017,7,73890,10
50017,8,70249,13
50017,9,61833,9
50017,10,55750,6
50017,11,50209,4
50017,12,41731,4
50017,13,31872,3
50017,14,22773,3
50017,15,15530,1
50017,16,17457,1
51001,0,26063,0
51001,1,25190,0
51001,2,23901,0
51001,3,24893,2
51001,4,25346,5
51001,5,27358,7
51001,6,26575,5
51001,7,26356,7
51001,8,25254,1
51001,9,23381,5
51001,10,22143,2
51001,11,20424,2
51001,12,16127,0
51001,13,11659,0
51001,14,7875,0
51001,15,4821,3
51001,16,5001,1
51002,0,230512,0
51002,1,242743,0
51002,2,233927,4
51002,3,237846,15
51002,4,245944,29
51002,5,257735,37
51002,6,264067,27
51002,7,270143,26
51002,8,266411,20
51002,9,229010,11
51002,10,197513,8
51002,11,171385,17
51002,12,144399,4
51002,13,110829,7
51002,14,77543,9
51002,15,49200,6
51002,16,48965,2
51003,0,23775,0
51003,1,23124,0
51003,2,21299,0
51003,3,21695,2
51003,4,21595,4
51003,5,22550,5
51003,6,21588,2
51003,7,20956,5
51003,8,20379,3
51003,9,17923,3
51003,10,14839,0
51003,11,12357,0
51003,12,9653,2
51003,13,7174,1
51003,14,4889,1
51003,15,3176,1
51003,16,2737,0
51004,0,20113,0
51004,1,20329,0
51004,2,19581,0
51004,3,19414,2
51004,4,18185,3
51004,5,18913,1
51004,6,18994,1
51004,7,19768,3
51004,8,19714,2
51004,9,18122,1
51004,10,16669,0
51004,11,15178,1
51004,12,12676,1
51004,13,9844,0
51004,14,6996,0
51004,15,4485,1
51004,16,4765,0
51005,0,33908,0
51005,1,34048,0
51005,2,31137,1
51005,3,31987,1
51005,4,33654,5
51005,5,33675,4
51005,6,31723,1
51005,7,31960,6
51005,8,32765,4
51005,9,30322,4
51005,10,27282,1
51005,11,23449,3
51005,12,19362,4
51005,13,14996,0
51005,14,11105,3
51005,15,7300,1
51005,16,7837,1
51006,0,33351,0
51006,1,31462,0
51006,2,28917,0
51006,3,29009,3
51006,4,29999,6
51006,5,32599,1
51006,6,31769,3
51006,7,31199,4
51006,8,28495,2
51006,9,23215,3
51006,10,18954,3
51006,11,15830,3
51006,12,12553,1
51006,13,9166,1
51006,14,6022,1
51006,15,3802,2
51006,16,3693,1
51007,0,63298,0
51007,1,61888,0
51007,2,58644,0
51007,3,60680,2
51007,4,66929,7
51007,5,70144,4
51007,6,66706,3
