release_id,method_version,geography_version,health_region_code,health_region_name,uf,municipality_count,population,area_km2,population_density,suicide_asmr,suicide_percentile,psychiatric_admission_rate,psychiatric_admission_percentile,caps_count,caps_rate,caps_percentile,mental_health_beds_sus_count,mental_health_beds_sus_rate,beds_percentile,psychiatrist_fte,psychiatrist_fte_rate,psychiatrist_fte_percentile,need_score,capacity_score,mismatch_score,lisa_local_i,lisa_p,lisa_q,lisa_significant,lisa_cluster,data_quality_flags
MDB_ANALYTICAL_2024_2,MDB_METHOD_1.1,BR_HEALTH_REGIONS_END2024_V1,15011,Tocantins,PA,10,840368,31606.992342248512,26.588040737957051,4.9424501359985884,0.095890410958904104,31.063456428792737,0.1438356164383561,12,1.4279458522932811,0.24657534246575341,0,0,0.31278538812785389,2.7000000000000002,0.32128781676598828,0.020547945205479399,0.1198630136986301,0.1933028919330288,-0.073439878234398695,0.11709838162312379,0.1552,0.26204923076923076,False,not_significant,ZERO_REGISTERED_BEDS
MDB_ANALYTICAL_2024_2,MDB_METHOD_1.1,BR_HEALTH_REGIONS_END2024_V1,15012,Xingu,PA,9,401229,243691.14287137333,1.6464652562763815,6.2490042584997925,0.21461187214611871,12.988798426499846,0.052511415525114097,9,2.2431080505147936,0.5821917808219178,0,0,0.31278538812785389,3.75,0.93462835438116398,0.073059360730593603,0.13356164383561642,0.32267884322678841,-0.189117199391172,-0.098924640002148609,0.37009999999999998,0.42310911458333328,False,not_significant,ZERO_REGISTERED_BEDS
MDB_ANALYTICAL_2024_2,MDB_METHOD_1.1,BR_HEALTH_REGIONS_END2024_V1,15013,Marajó I,PA,9,247452,37695.352131815896,6.5645228391736872,3.9887011003585999,0.036529680365296802,9.3707347878343423,0.029680365296803599,1,0.4041187785914036,0.0114155251141552,0,0,0.31278538812785389,0,0,0.0068493150684931,0.033105022831050199,0.1103500761035007,-0.077245053272450501,0.069868429719827332,0.29730000000000001,0.38274105571847511,False,not_significant,ZERO_REGISTERED_BEDS
MDB_ANALYTICAL_2024_2,MDB_METHOD_1.1,BR_HEALTH_REGIONS_END2024_V1,15014,Marajó II,PA,7,346804,65329.973097478782,5.3084975174034454,5.8218288050867022,0.17351598173515981,11.582353943110204,0.043378995433789903,5,1.4417365428311093,0.25570776255707761,0,0,0.31278538812785389,2.375,0.68482485784477687,0.043378995433789903,0.10844748858447485,0.20395738203957381,-0.095509893455098957,0.15237778300532162,0.19389999999999999,0.30185141843971625,False,not_significant,ZERO_REGISTERED_BEDS
MDB_ANALYTICAL_2024_2,MDB_METHOD_1.1,BR_HEALTH_REGIONS_END2024_V1,16001,Área Central,AP,7,542885,37137.531866111858,14.618230472536723,9.3901789435399134,0.57534246575342463,12.225920185735189,0.050228310502283102,5,0.92100536946130396,0.086757990867579904,0,0,0.31278538812785389,10.300000000000001,1.8972710610902861,0.2031963470319634,0.31278538812785384,0.20091324200913241,0.11187214611872143,0.038768705747320872,0.44280000000000003,0.46616115107913675,False,not_significant,ZERO_REGISTERED_BEDS
MDB_ANALYTICAL_2024_2,MDB_METHOD_1.1,BR_HEALTH_REGIONS_END2024_V1,16002,Área Norte,AP,5,68133,57300.716768437676,1.1890427178308691,12.250901746778556,0.86529680365296802,35.57364980706236,0.16894977168949771,1,1.4677175524342096,0.27168949771689499,0,0,0.31278538812785389,0,0,0.0068493150684931,0.51712328767123283,0.1971080669710806,0.3200152207001522,-0.19355118353539114,0.42370000000000002,0.45589289215686274,False,not_significant,ZERO_REGISTERED_BEDS
MDB_ANALYTICAL_2024_2,MDB_METHOD_1.1,BR_HEALTH_REGIONS_END2024_V1,16003,Área Sudoeste,AP,4,191819,48144.448199949962,3.9842392460985638,6.8023463693339909,0.26484018264840181,6.2553104979748424,0.0068493150684931,4,2.0852991622310615,0.52054794520547942,0,0,0.31278538812785389,2.75,1.4336431740338549,0.1210045662100456,0.13584474885844747,0.31811263318112631,-0.18226788432267885,-0.19854941566065043,0.28620000000000001,0.37643592814371257,False,not_significant,ZERO_REGISTERED_BEDS
MDB_ANALYTICAL_2024_2,MDB_METHOD_1.1,BR_HEALTH_REGIONS_END2024_V1,17001,Médio Norte Araguaia,TO,17,290868,32430.381960768387,8.9689970457908341,9.6691087119789252,0.6095890410958904,82.429031597027958,0.47945205479452052,4,1.3751942461872739,0.230593607305936,10,3.4379856154681847,0.84474885844748859,15.124999999999998,5.1999532433956297,0.88127853881278539,0.54452054794520544,0.65220700152207012,-0.10768645357686468,0.046706396302825366,0.39860000000000001,0.44300101265822783,False,not_significant,
MDB_ANALYTICAL_2024_2,MDB_METHOD_1.1,BR_HEALTH_REGIONS_END2024_V1,17002,Bico do Papagaio,TO,24,203285,14205.256702834007,14.310547443992604,6.4917150679393876,0.23972602739726026,25.122492676711285,0.1050228310502283,6,2.9515212632511005,0.77168949771689499,0,0,0.31278538812785389,5.625,2.7670511842979071,0.4452054794520548,0.1723744292237443,0.50989345509893458,-0.33751902587519028,0.48772385326210244,0.2374,0.34058366013071895,False,not_significant,ZERO_REGISTERED_BEDS
MDB_ANALYTICAL_2024_2,MDB_METHOD_1.1,BR_HEALTH_REGIONS_END2024_V1,17003,Sudeste,TO,15,89401,36428.834342583941,2.4541273859947141,13.468984390936667,0.92009132420091322,33.047785612702235,0.15525114155251141,2,2.2371114417064688,0.57762557077625576,0,0,0.31278538812785389,0.75,0.83891679063992575,0.057077625570776197,0.53767123287671237,0.31582952815829529,0.22184170471841708,0.41340099495867721,0.16089999999999999,0.2685745247148289,False,not_significant,ZERO_REGISTERED_BEDS
